EXTRACTION_RULE,FILE_NAME,HYPERNYM,IS_DEFINITION,PLAIN_TEXT_DEF,PLAIN_TEXT_TERM
definition[],1103.3362#1103.3362.tex,,FALSE,"Let G = (𝒱,E) be a subset partition graph of 𝒜 on the symbol set S, and let F ⊆ S be a collection of symbols. We define a new subset partition graph G_F = (𝒱_F, E_F) of 𝒜_F on the symbol set S' := S. 

We define 𝒜_F := {A ∈𝒜 : F ⊆ A}. That is to say, 𝒜_F is obtained by deleting from 𝒜 (and the containing 𝒱_i) any d-set A which does not contain F. This deletion from the vertices in 𝒱 may make some of them empty. The vertex set 𝒱_F consists of those vertices in 𝒱 which are still non-empty, and two vertices in 𝒱_F are connected by an edge in E_F exactly when the associated vertices were connected in E. The subset partition graph G_F is called the restriction of G with respect to F.",Restriction
definition[],1901.08839#1901.08839.tex,,FALSE,"For x,y ∈np and I ⊆ [n], we write x≡_I y to denote ∀ i∈ I x_i=y_i.
	
Given a function f, a set I [n] of coordinates, and x ∈np, we write f_I=x to describe the function which is the restriction of f to the sub-slice S=yy ≡_I x⊆np, i.e., f_I=x=fS. We further describe the function If by
	
    If(x) _Q∈ S_I [f(x^Q)] = _yf(y)y≡_I̅ x =  f_I̅=x.

	Additionally,
	
    I(f) f-If = _x f_I̅=x.
",Restriction
definition[],1509.09200#BoundedApproximation.tex,,FALSE,"We say that a majorant ν supported on [N] satisfies a restriction estimate at exponent p if 

    sup_|ϕ| ≤ν∫_ϕ̂(α)^p α≪_p ν_1^p N^-1.
",Restriction at p
definition[],1510.00136#dense-squares-imrn.tex,,FALSE,"We say that a majorant ν  on [N] satisfies a restriction estimate at exponent p if 

    sup_|ϕ| ≤ν∫_ϕ̂(α)^p α≪_p ν_1^p N^-1.
",Restriction at p
definition[],1311.7690#20131129Vassilieva_ARXIV.tex,,FALSE," In what follows we consider the set ℱ( A) of permuted rooted forests composed of:


  * a bicolored identified ordered seed tree with a white root vertex,

  * other bicolored ordered trees, called non-seed trees  with either a white or a black root vertex,

  * each vertex of the forest has three kind of ordered descendants: tree-edges (connecting a white and a black vertex), thorns (half edges connected to only one vertex) and loops connecting a vertex to itself. The two extremities of the loop are part of the ordered set of descendants of the incident vertex and therefore the loop can be intersected by thorns, edges and other loops as well.

The forests in ℱ( A) also have the following properties:


  * the root vertices of the non-seed trees have at least one descending loop with one extremity being the rightmost descendant of the considered vertex,

  * the total number of thorns (resp. loops) connected to the white vertices is equal to the number of thorns (resp. loops) connected to the black ones,


  * there is a bijection between thorns connected to white vertices and the thorns connected to black vertices. The bijection between thorns will be encoded by assigning the same symbolic latin labels {a,b,c,…} to thorns associated by this bijection,

  * there is a mapping that associates to each loop incident to a white (resp. black) vertex, a black (resp. white) vertex v  such that the number of white (resp. black) loops associated to a fixed black (resp. white) vertex v is equal to its number of incident loops. We will use symbolic greek labels {α,β,…} to associate loops with vertices except for the maximal loop (i.e. the loop whose rightmost extremity is the rightmost descendant of the considered vertex) of a root vertex r of the non-seed trees. In this case, we draw an arrow ( [very thick,densely dashed] [->] (0,0) to (0.8,0);   ) outgoing from the root vertex r and incoming to the vertex associated with the loop. Arrows are non ordered, and :

  * the ascendant/descendant structure defined by the edges of the forest and the arrows defined above is a tree structure rooted in the root of the seed tree.

Finally the degree A of the forest is given in the following way:


  (vii) P_ij (resp P'_ij) counts the number of non root white vertices (resp. white root vertices excluding the root of the seed tree) of degree i with a total number of j loops,

  (viii) Q_ij (resp Q'_ij) counts the number of non root black vertices (resp. black root vertices) of degree i with a total number of j loops.
",Rooted bicolored forests of degree A
definition[],1011.5001#HMarxivNov21.2010.tex,,FALSE," In what follow we consider the set ℱ( A) of permuted rooted forests composed of:


  * a bicolored identified ordered seed tree with a white root vertex,

  * other bicolored ordered trees, called non-seed trees  with either a white or a black root vertex,

  * each vertex of the forest has three kinds of ordered descendants : tree-edges or edges (connecting a white and a black vertex), thorns (halves of tree-edges connected to only one vertex) and loops connecting a vertex to itself. The two extremities of the loop are part of the ordered set of descendants of the incident vertex and therefore the loop can be intersected by thorns, edges and other loops as well.

The forests in ℱ( A) also have the following properties:
[(i)]

  * the root vertices of the non-seed trees have at least one descending loop with one extremity being the rightmost descendant of the considered vertex,

  * the total number of thorns (resp. loops) connected to the white vertices is equal to the number of thorns (resp. loops) connected to the black vertices,


  * there is a bijection between thorns connected to white vertices and the thorns connected to black vertices. The bijection between thorns will be encoded by assigning the same symbolic latin labels {a,b,c,…} to thorns associated by this bijection,

  * there is a mapping that associates to each loop incident to a white (resp. black) vertex, a black (resp. white) vertex v  such that the number of white (resp. black) loops associated to a fixed black (resp. white) vertex v is equal to its number of incident loops. We will use symbolic greek labels {α,β,…} to associate loops with vertices except for the maximal loop of a root vertex r of the non-seed trees. In this case, we draw an arrow ( [very thick,densely dashed] [->] (0,0) to (0.8,0);   ) outgoing from the root vertex r and incoming to the vertex associated with the loop. Arrows are non ordered, and

  * the ascendant/descendant structure defined by the edges of the forest and the arrows defined above is a tree structure rooted in the root of the seed tree.


Finally the degree A of the forest is given in the following way:


  (vii) P_ijk (resp P'_ijk) counts the number of non root white vertices (including the root of the seed tree) (resp. white root vertices excluding the root of the seed tree) of degree i, with j incoming arrows and a total of j+k loops.

  (viii) Q_ijk (resp Q'_ijk) counts the number of non root black vertices (resp. black root vertices) of degree i, with j incoming arrows and total j+k loops.
",Rooted bicolored forests of degree A
definition[],1907.10521#TM-Paper.tex,,FALSE,"A rooted tree T on X is a tree with leaf set X and one interior node is designated as the root, denoted as root(T).",Rooted tree
definition[],1404.4836#enumeration-wt.tex,,FALSE,"
A tree with a distinguished edge is called a rooted tree, and the
distinguished edge itself is called its root. We consider the
root edge as being oriented from black to white.",Rooted tree
definition + emph{},1409.7714#macdonald.tex,,FALSE,"Let π be a permutation with permutation matrix M.  The Rothe diagram of π is the collection of cells (i,j) such that M_i',j = 0 for all i' ≤ i , and M_i,j' = 0 for all j' ≤ j.",Rothe diagram
definition + emph{},1407.6217#Tableaux_V2.tex,,FALSE,"Let σ∈ S_n, the Rothe diagram D(σ) of σ is the subset of [n]× [n] defined by

    D(σ):={(a,σ(b)) ∈ [n] × [n]  |  a<b  and σ(a)>σ(b) }.
",Rothe diagram
definition[],1507.08235#rotor_arxiv.tex,,FALSE,"A rotor configuration on G is a function ϱ that assigns to each 
vertex v an out-edge with tail v. We call ϱ(v) the rotor at v.
 For a rotor configuration ϱ, we call the subgraph with edge set {ϱ(v): v∈ V(G)} the rotor subgraph .



",Rotor configuration
definition[],1502.05811#rotor_orbits_0222.tex,,FALSE,A rotor configuration on D is a function ϱ that assigns to each non-sink vertex v an out-edge with tail v. We call ϱ(v) the rotor at v.,Rotor configuration
definition + emph{},1507.00249#main.tex,,FALSE,"Rowmotion is the element of the toggle group 

    τ_ℓ^-1(1)∘τ_ℓ^-1(2)⋯∘τ_ℓ^-1(n)

where ℓ is any linear extension of P. Note that because τ_p and τ_q commute unless p ⋖ q or q ⋖ p this composition indeed gives a well-defined map.",Rowmotion
definition + emph{},1606.06248#cde.tex,,FALSE,"Rowmotion Φ_row J(P) → J(P) is the map defined by

    Φ_row(I) := {x ∈ Px ≤ y for some y ∈min(P∖ I)}

for I ∈ J(P).",Rowmotion
definition + emph{},1603.09744#quasi_schubert_rev1.tex,,FALSE,"[<cit.>]
  For w a permutation with no descents at or beyond n, the Schubert polynomial _w = _w(x_1,…,x_n) is given by
  
    _w = ∑_P ∈(w) x^(P),

  where x^a is the monomial x_1^a_1⋯ x_n^a_n.
  ",Schubert polynomial
definition + emph{},1903.05802#weak_EG.tex,,FALSE,"For w any permutation, the Schubert polynomial _w is 
  
    _w = ∑_ρ∈(w)_(P),

  where the sum may be taken over non-virtual reduced words ρ.
  ",Schubert polynomial
definition + emph{},1711.09498#kohnert.tex,,FALSE,"[<cit.>]
  Given a permutation w, the Schubert polynomial _w is given by
  
    _w = ∂_w^-1 w_0( x_1^n-1 x_2^n-2⋯ x_n-1),

  where w_0 = n ⋯ 2 1 is the longest permutation of length n2.
  ",Schubert polynomial
definition + emph{},1409.4859#1409.4859.tex,,FALSE,"If λ is a partition of N, we define the Schur function by

    s_λ = ∑_SSYT T
    sh(T) = λx^T.
",Schur function
definition + emph{},1810.07148#QSymBookChapter.tex,,FALSE,"The Schur function s_λ(x_1,x_2,  , x_n) is the generating function for the weights of all semi-standard Young tableaux of shape λ with entries in the set {1,2,  , n}; that is 
    s_λ(x_1,x_2,  , x_n) = ∑_T ∈(λ) x^T.
  Here the sum is over all semi-standard Young tableaux whose entries are in the set [n].  Extend this definition to infinitely many variables by allowing entries from the set of all positive integers.",Schur function
definition + emph{},1210.6013#NoncommirrrepSvWv2.tex,,FALSE,"Given a partition λ = (λ _1, … , λ _ℓ) the Schur function s_λ is defined to be   s_0=1 and otherwise

    s_λ =  (h_λ _i -i+j)_i,j=1^ℓ.
",Schur function
definition + emph{},1903.05802#weak_EG.tex,,FALSE,"For λ a partition, the Schur function s_λ is 
  
    s_λ(X) = ∑_T ∈(λ) F_(T)(X).

  ",Schur function
definition + emph{},1907.07616#SL2Plethysms8+.tex,,FALSE,"
Let λ be a partition. Given a λ-tableau t with entries
from _0, let x^t = x_0^a_0(t)x_1^a_1(t)… where a_k(t) is the
number of entries of t equal to k ∈_0.
The Schur function s_λ is the symmetric function defined by

    s_λ(x_0,x_1,…, x_ℓ) = ∑_t ∈_≤ℓ(λ) x^t.
",Schur function
definition + emph{},1703.07457#bozo.tex,,FALSE,"[<cit.>]
  The Schur function for λ is
  
    s_λ(X) = ∑_T ∈SYT(λ) F_(w(T))(X),

  where SYT(λ) is the set of standard Young tableaux of shape λ.
  ",Schur function
definition + emph{},1802.07352#FPSACbohnert.tex,,FALSE,"The Schur polynomial indexed by the partition λ is given by
  
    s_λ (x_1,…,x_n) = ∑_T ∈_n(λ) x_1^(T)_1⋯ x_n^(T)_n.

  where (T) is the weak composition whose ith part is the number of entries i in T.
  ",Schur polynomial
definition + emph{},1803.06317#bohnert.tex,,FALSE,"The Schur polynomial indexed by the partition λ is given by
  
    s_λ (x_1,…,x_n) = ∑_T ∈_n(λ) x_1^(T)_1⋯ x_n^(T)_n,

  where _n(λ) denotes the set of all semistandard Young tableaux of shape λ with largest entry at most n, and (T) is the composition whose ith part is the multiplicity with which i occurs in T. 
  ",Schur polynomial
definition + emph{},1908.08502#monkey.tex,,FALSE,"The Schur polynomial s_λ(x_1,…,x_n) is given by
  
    s_λ(x_1,…,x_n) = ∑_T ∈_n(λ) x_1^(T)_1⋯ x_n^(T)_n.

  ",Schur polynomial
definition + emph{},1603.09744#quasi_schubert_rev1.tex,,FALSE,"The Schur polynomial s_λ(x_1,…,x_n) is given by
  
    s_λ(x_1,…,x_n) = ∑_T ∈_n(λ) x^(T),

  where x^a is the monomial x_1^a_1⋯ x_n^a_n.
  ",Schur polynomial
definition[],1507.02350#planar-nocom.tex,,FALSE,"A separation of a graph G is a pair (A, B) such that
  [(i)]
  
  * A ∪ B = V(G) and
  
  * there are no edges between A ∖ B and B ∖ A in G.
  
  Informally, we sometimes call A and B the sides of (A, B). The integer |A ∩ B| is called the order of the separation. We say that a separation (A, B) is nontrivial if A ∖ B ≠∅≠ B ∖ A.",Separation
definition[],1404.5976#main_linked_arxiv.tex,,FALSE,"
Let G be a digraph and A, B ⊆ V(G). We say (A, B) is a separation of G of order s if:


  * A ∪ B = V(G),

  * |A ∩ B| = s, and

  * there is no edge from A ∖ B to B ∖ A.

For X, Y ⊆ V(G), we say that (A, B) separates (X, Y) if X ⊆ A and Y ⊆ B. Alternately we say that A ∩ B separates (X, Y).",Separation
definition[],1803.07515#seq-shellability.tex,,FALSE,"Let D be a good drawing of K_n. We call D k-seq-shellable for k≥ 0 if there exists a face F∈ℱ(D) and a sequence of distinct vertices a_0,…,a_k such that a_0 is incident to F and
	
		
  * for each i∈{1,…,k}, vertex a_i is incident to the face containing F in drawing D-{a_0,…,a_i-1} and
		
  * for each i∈{0,…,k}, vertex a_i has a simple sequence S_i=(u_0,…,u_k-i) with u_j∈ V∖{a_0,…,a_i} for 0≤ j ≤ k-i in drawing D-{a_0,…,a_i-1}. 
	",Seq-Shellability
definition[],1805.06780#sps-shellability_arxiv.tex,,FALSE,"<cit.>
	Let D be a good drawing of K_n. We call D k-seq-shellable for k≥ 0 if there exists a face F∈ℱ(D) and a sequence of distinct vertices a_0,…,a_k such that a_0 is incident to F, and
	(1.) for each i∈{1,…,k}, vertex a_i is incident to the face containing F in drawing D-{a_0,…,a_i-1}, and
	(2.) for each i∈{0,…,k}, vertex a_i has a simple sequence S_i=(u_0,…,u_k-i) with u_j∈ V∖{a_0,…,a_i} for 0≤ j ≤ k-i in drawing D-{a_0,…,a_i-1}.",Seq-Shellability
definition[],1509.04955#narrow.tex,,FALSE,"
Let χ:→ be a smooth compactly supported function. For any positive integer m, we define the sieve factor

    c_χ,m=∫_⋯∫_∏_I⊂ [m]:I≠∅( ∑_j∈ I (1+it_j) )^(-1)^|I|-1∏_j=1^m ψ(t_j) dt_j,

where the function ψ:→ is defined by the relation

    e^xχ(x)=∫_-∞^∞ψ(t)e^-ixt dt.

More generally, for a vector h=(h_1,⋯,h_k)∈^k, define the sieve factor

    c_χ(h)=∏_h∈{h_1,⋯,h_k} c_χ(m(h)),

where m(h)=#{1≤ i≤ k:h_i=h}.",Sieve factor
definition[],1403.7040#primescplx1.tex,,FALSE,"We let
	
    c_χ,2 = ∬_^2(1+iξ)(1+iξ')/2 + i(ξ + ξ')φ(ξ)φ(ξ')dξdξ'.
",Sieve factor
definition[],1803.07515#seq-shellability.tex,,FALSE,"Let D be a good drawing of K_n, F∈ℱ(D) and v∈ V with v incident to F. 
	Furthermore, let S_v = (u_0,…,u_k) with u_i∈ V∖{v} be a sequence of distinct vertices.
	If u_0 is incident to F and vertex u_i is incident to a face containing F in subdrawing D-{u_0,…, u_i-1} for all 1≤ i ≤ k, then we call S_v simple sequence of v.",Simple sequence
definition[],1805.06780#sps-shellability_arxiv.tex,,FALSE,"<cit.>
	Let D be a good drawing of K_n, F∈ℱ(D) and v∈ V with v incident to F. 
	Furthermore, let S_v = (u_0,…,u_k) with u_i∈ V∖{v} be a sequence of distinct vertices.
	If u_0 is incident to F and vertex u_i is incident to a face containing F in the subdrawing D-{u_0,…, u_i-1} for all 1≤ i ≤ k, then we call S_v simple sequence of v.",Simple sequence
