CATEGORIES,DD_PAGE_TITLE,DEFINITION,DEF_PAGE_TITLE,HYPERNYM,IS_DEFINITION,PLAIN_TEXT_DEFINITION,TERM
"['Definitions/Algebraic Number Theory', 'Definitions/Commutative Algebra']",Definition:Integral,"Let $A$ be a commutative ring with unity.

Let $R subseteq A$ be a subring.


Then $a in A$ is said to be integral over $R$  is is a root of a monic nonzero polynomial over $R$.",Definition:Integral Element of Ring Extension,,FALSE,"Let A be a commutative ring with unity.

Let R ⊆ A be a subring.


Then a ∈ A is said to be integral over R  is is a root of a monic nonzero polynomial over R.",Integral
"['Definitions/Integral Polynomials', 'Definitions/Polynomial Theory', 'Definitions/Integers']",Definition:Integral,"An integral polynomial is a polynomial over the ring of integers $mathbb Z$.
",Definition:Integral Polynomial,,FALSE,"An integral polynomial is a polynomial over the ring of integers ℤ.
",Integral
"['Definitions/Integral Calculus', 'Definitions/Calculus', 'Definitions/Branches of Mathematics']",Definition:Integral,"Integral calculus is a subfield of calculus which is concerned with the study of the rates at which quantities accumulate.

Equivalently, given the rate of change of a quantity integral calculus provides techniques of providing the quantity itself.

The equivalence of the two uses are demonstrated in the Fundamental Theorem of Calculus.

The technique is also frequently used for the purpose of calculating areas and volumes of curved geometric figures.
Integral calculus is a subfield of calculus which is concerned with the study of the rates at which quantities accumulate.

Equivalently, given the rate of change of a quantity integral calculus provides techniques of providing the quantity itself.

The equivalence of the two uses are demonstrated in the Fundamental Theorem of Calculus.

The technique is also frequently used for the purpose of calculating areas and volumes of curved geometric figures.
",Definition:Calculus/Integral,,FALSE,"Integral calculus is a subfield of calculus which is concerned with the study of the rates at which quantities accumulate.

Equivalently, given the rate of change of a quantity integral calculus provides techniques of providing the quantity itself.

The equivalence of the two uses are demonstrated in the Fundamental Theorem of Calculus.

The technique is also frequently used for the purpose of calculating areas and volumes of curved geometric figures.
Integral calculus is a subfield of calculus which is concerned with the study of the rates at which quantities accumulate.

Equivalently, given the rate of change of a quantity integral calculus provides techniques of providing the quantity itself.

The equivalence of the two uses are demonstrated in the Fundamental Theorem of Calculus.

The technique is also frequently used for the purpose of calculating areas and volumes of curved geometric figures.
",Integral
"['Definitions/Definite Integrals', 'Definitions/Integral Calculus']",Definition:Integral,"Let $left[ a ,.,.,   right]b$ be a closed real interval.

Let $f: left[ a ,.,.,   right]b to mathbb R$ be a real function.

Let $Delta$ be a finite subdivision of $left[ a ,.,.,   right]b$, $Delta = leftlbrace x_0, ldots, x_n rightrbrace$, $x_0 = a$ and $x_n = b$.

Let there for $Delta$ be a corresponding sequence $C$ of sample points $c_i$, $C = left( c_1, ldots, c_n right)$, where $c_i in left[ x_{i - 1}  ,.,.,   right]{x_i}$ for every $i in leftlbrace 1, ldots, n rightrbrace$.

Let $S left(   right){f; Delta, C}$ denote the Riemann sum of $f$ for the subdivision $Delta$ and the sample point sequence $C$.


Then $f$ is said to be (properly) Riemann integrable on $left[ a ,.,.,   right]b$ :
:$exists L in mathbb R: forall epsilon in mathbb R_{>0}: exists delta in mathbb R_{>0}: forall$ finite subdivisions $Delta$ of $left[ a ,.,.,   right]b: forall$ sample point sequences $C$ of $Delta: leftlVert Delta rightrVert < delta implies leftlvert S left(   right){f; Delta, C} - L rightrvert < epsilon$
where $leftlVert Delta rightrVert$ denotes the norm of $Delta$.


The real number $L$ is called the Riemann integral of $f$ over $left[ a ,.,.,   right]b$ and is denoted:
:$ds int_a^b f left(   right)x ,mathrm d x$


More usually (and informally), we say:
:$f$ is (Riemann) integrable over $left[ a ,.,.,   right]b$.


=== Riemann Integral as Integral Operator ===

Let $left[ a ,.,.,   right]b$ be a closed real interval.

Let $f: left[ a ,.,.,   right]b to mathbb R$ be a real function.

Let $f$ be bounded on $left[ a ,.,.,   right]b$.


Suppose that:
:$ds underline {int_a^b} f left(   right)x ,mathrm d x = overline {int_a^b} f left(   right)x ,mathrm d x$
where $ds underline {int_a^b}$ and $ds overline {int_a^b}$ denote the lower Darboux integral and upper Darboux integral, respectively.


Then the definite (Darboux) integral of $f$ over $left[ a ,.,.,   right]b$ is defined as:
:$ds int_a^b f left(   right)x ,mathrm d x = underline {int_a^b} f left(   right)x ,mathrm d x = overline {int_a^b} f left(   right)x ,mathrm d x$


$f$ is formally defined as (properly) integrable over $left[ a ,.,.,   right]b$ in the sense of Darboux, or (properly) Darboux integrable over $left[ a ,.,.,   right]b$.


More usually (and informally), we say:
:$f$ is (Darboux) integrable over $left[ a ,.,.,   right]b$.
",Definition:Definite Integral,,FALSE,"Let [ a  . . ]b be a closed real interval.

Let f: [ a  . . ]b →ℝ be a real function.

Let Δ be a finite subdivision of [ a  . . ]b, Δ = { x_0, …, x_n }, x_0 = a and x_n = b.

Let there for Δ be a corresponding sequence C of sample points c_i, C = ( c_1, …, c_n ), where c_i ∈[ x_i - 1 . . ]x_i for every i ∈{ 1, …, n }.

Let S (   )f; Δ, C denote the Riemann sum of f for the subdivision Δ and the sample point sequence C.


Then f is said to be (properly) Riemann integrable on [ a  . . ]b :
:∃ L ∈ℝ: ∀ϵ∈ℝ_>0: ∃δ∈ℝ_>0: ∀ finite subdivisions Δ of [ a  . . ]b: ∀ sample point sequences C of Δ: ‖Δ‖ < δ| S (   )f; Δ, C - L | < ϵ
where ‖Δ‖ denotes the norm of Δ.


The real number L is called the Riemann integral of f over [ a  . . ]b and is denoted:
:∫_a^b f (   )x  d x


More usually (and informally), we say:
:f is (Riemann) integrable over [ a  . . ]b.


=== Riemann Integral as Integral Operator ===

Let [ a  . . ]b be a closed real interval.

Let f: [ a  . . ]b →ℝ be a real function.

Let f be bounded on [ a  . . ]b.


Suppose that:
:∫_a^b f (   )x  d x = ∫_a^b f (   )x  d x
where ∫_a^b and ∫_a^b denote the lower Darboux integral and upper Darboux integral, respectively.


Then the definite (Darboux) integral of f over [ a  . . ]b is defined as:
:∫_a^b f (   )x  d x = ∫_a^b f (   )x  d x = ∫_a^b f (   )x  d x


f is formally defined as (properly) integrable over [ a  . . ]b in the sense of Darboux, or (properly) Darboux integrable over [ a  . . ]b.


More usually (and informally), we say:
:f is (Darboux) integrable over [ a  . . ]b.
",Integral
['Definitions/Complex Analysis'],Definition:Interior,"Let $S subseteq mathbb C$ be a subset of the complex plane.

Let $z in S$.


$z$ is an interior point of $S$  $z$ has an $epsilon$-neighborhood $N_epsilon left(   right)z$ such that $N_epsilon left(   right)z subseteq S$.
",Definition:Interior (Complex Analysis),,FALSE,"Let S ⊆ℂ be a subset of the complex plane.

Let z ∈ S.


z is an interior point of S  z has an ϵ-neighborhood N_ϵ(   )z such that N_ϵ(   )z ⊆ S.
",Interior
['Definitions/Complex Analysis'],Definition:Interior,"Let $S subseteq mathbb C$ be a subset of the complex plane.

Let $z in S$.


$z$ is an interior point of $S$  $z$ has an $epsilon$-neighborhood $N_epsilon left(   right)z$ such that $N_epsilon left(   right)z subseteq S$.",Definition:Interior Point (Complex Analysis),,FALSE,"Let S ⊆ℂ be a subset of the complex plane.

Let z ∈ S.


z is an interior point of S  z has an ϵ-neighborhood N_ϵ(   )z such that N_ϵ(   )z ⊆ S.",Interior
['Definitions/Transversals (Geometry)'],Definition:Interior,":


An interior angle of a transversal is an angle which is between the two lines cut by that transversal.

In the above figure, the interior angles with respect to the transversal $EF$ are:
:$angle AHJ$
:$angle CJH$
:$angle BHJ$
:$angle DJH$
:


An interior angle of a transversal is an angle which is between the two lines cut by that transversal.

In the above figure, the interior angles with respect to the transversal $EF$ are:
:$angle AHJ$
:$angle CJH$
:$angle BHJ$
:$angle DJH$
",Definition:Transversal (Geometry)/Interior Angle,,FALSE,":


An interior angle of a transversal is an angle which is between the two lines cut by that transversal.

In the above figure, the interior angles with respect to the transversal EF are:
:∠ AHJ
:∠ CJH
:∠ BHJ
:∠ DJH
:


An interior angle of a transversal is an angle which is between the two lines cut by that transversal.

In the above figure, the interior angles with respect to the transversal EF are:
:∠ AHJ
:∠ CJH
:∠ BHJ
:∠ DJH
",Interior
"['Definitions/Internal Angles', 'Definitions/Polygons']",Definition:Interior,"The internal angle of a vertex of a polygon is the size of the angle between the sides adjacent to that vertex, as measured inside the polygon.",Definition:Polygon/Internal Angle,,FALSE,"The internal angle of a vertex of a polygon is the size of the angle between the sides adjacent to that vertex, as measured inside the polygon.",Interior
['Definitions/Jordan Curves'],Definition:Interior,"Let $f: left[ 0 ,.,.,   right]1 to mathbb R^2$ be a Jordan curve.


It follows from the Jordan Curve Theorem that $mathbb R^2 setminus mathrm {Img} left( f right)$ is a union of two disjoint connected components, one of which is bounded.

This bounded component is called the interior of $f$, and is denoted as $mathrm {Int} left( f right)$.
",Definition:Jordan Curve/Interior,,FALSE,"Let f: [ 0  . . ]1 →ℝ^2 be a Jordan curve.


It follows from the Jordan Curve Theorem that ℝ^2 ∖Img( f ) is a union of two disjoint connected components, one of which is bounded.

This bounded component is called the interior of f, and is denoted as Int( f ).
",Interior
"['Definitions/Internal Angles', 'Definitions/Polygons']",Definition:Interior Angle,"The internal angle of a vertex of a polygon is the size of the angle between the sides adjacent to that vertex, as measured inside the polygon.",Definition:Polygon/Internal Angle,,FALSE,"The internal angle of a vertex of a polygon is the size of the angle between the sides adjacent to that vertex, as measured inside the polygon.",Interior Angle
['Definitions/Transversals (Geometry)'],Definition:Interior Angle,":


An interior angle of a transversal is an angle which is between the two lines cut by that transversal.

In the above figure, the interior angles with respect to the transversal $EF$ are:
:$angle AHJ$
:$angle CJH$
:$angle BHJ$
:$angle DJH$
:


An interior angle of a transversal is an angle which is between the two lines cut by that transversal.

In the above figure, the interior angles with respect to the transversal $EF$ are:
:$angle AHJ$
:$angle CJH$
:$angle BHJ$
:$angle DJH$
",Definition:Transversal (Geometry)/Interior Angle,,FALSE,":


An interior angle of a transversal is an angle which is between the two lines cut by that transversal.

In the above figure, the interior angles with respect to the transversal EF are:
:∠ AHJ
:∠ CJH
:∠ BHJ
:∠ DJH
:


An interior angle of a transversal is an angle which is between the two lines cut by that transversal.

In the above figure, the interior angles with respect to the transversal EF are:
:∠ AHJ
:∠ CJH
:∠ BHJ
:∠ DJH
",Interior Angle
['Definitions/Conditional'],Definition:Inverse,"The inverse of the conditional:
: $p implies q$
is the statement:
:$neg p implies neg q$",Definition:Inverse Statement,,FALSE,"The inverse of the conditional:
: p  q
is the statement:
:p  q",Inverse
['Definitions/Inverse Elements'],Definition:Inverse,"Let $left( S, circ right)$ be an algebraic structure with an identity element $e_S$.

Let $x, y in S$ be elements.


The element $y$ is an inverse of $x$ :
:$y circ x = e_S = x circ y$
that is,  $y$ is both:
:a left inverse of $x$
and:
:a right inverse of $x$.
Let $left( S, circ right)$ be a monoid whose identity is $e_S$.

An element $x_L in S$ is called a left inverse of $x$ :
:$x_L circ x = e_S$
Let $left( S, circ right)$ be a monoid whose identity is $e_S$.

An element $x_R in S$ is called a right inverse of $x$ :
:$x circ x_R = e_S$
",Definition:Inverse (Abstract Algebra)/Inverse,,FALSE,"Let ( S, ∘) be an algebraic structure with an identity element e_S.

Let x, y ∈ S be elements.


The element y is an inverse of x :
:y ∘ x = e_S = x ∘ y
that is,  y is both:
:a left inverse of x
and:
:a right inverse of x.
Let ( S, ∘) be a monoid whose identity is e_S.

An element x_L ∈ S is called a left inverse of x :
:x_L ∘ x = e_S
Let ( S, ∘) be a monoid whose identity is e_S.

An element x_R ∈ S is called a right inverse of x :
:x ∘ x_R = e_S
",Inverse
['Definitions/Ring Theory'],Definition:Inverse,"Let $left( S, circ right)$ be an algebraic structure with an identity element $e_S$.

Let $x, y in S$ be elements.


The element $y$ is an inverse of $x$ :
:$y circ x = e_S = x circ y$
that is,  $y$ is both:
:a left inverse of $x$
and:
:a right inverse of $x$.
",Definition:Product Inverse,,FALSE,"Let ( S, ∘) be an algebraic structure with an identity element e_S.

Let x, y ∈ S be elements.


The element y is an inverse of x :
:y ∘ x = e_S = x ∘ y
that is,  y is both:
:a left inverse of x
and:
:a right inverse of x.
",Inverse
"['Definitions/Algebraic Structures', 'Definitions/Semigroups', 'Definitions/Inverse Semigroups']",Definition:Inverse,"Let $(S, circ)$ be an inverse semigroup.

Let $ain S$.


The inverse of $a$ is the unique element $bin S$ such that:
:$a = a circ b circ a$ and $b = b circ a circ b$


Category:Definitions/Inverse Semigroups
",Definition:Inverse Semigroup,,FALSE,"Let (S, ∘) be an inverse semigroup.

Let a∈ S.


The inverse of a is the unique element b∈ S such that:
:a = a ∘ b ∘ a and b = b ∘ a ∘ b


Category:Definitions/Inverse Semigroups
",Inverse
