,title,term,definition,pred
416,Definition:Power of Element/Semigroup,Power,"Let ( S, ∘) be a semigroup which has no identity element.

Let a ∈ S.


For n ∈ℕ_>0, the nth power of a (under ∘) is defined as:

:∘^n a =  a     : n = 1 
( ∘^m a ) ∘ a     : n = m + 1

That is:
:a^n = a ∘ a ∘⋯∘ a_n  copies of  a

which from the General Associativity Theorem is unambiguous.


=== Notation ===
",Definition:Power of Element/Semigroup
417,Definition:Power of Element/Monoid,Power,"Let ( S, ∘) be a monoid whose identity element is e.

Let a ∈ S.

Let n ∈ℕ.


The definition a^n = ∘^n (   )a as the nth power of a in a semigroup can be extended to allow an exponent of 0:

:a^n = 
e     : n = 0 

a^n - 1∘ a     : n > 0

or:

:n · a = 
e     : n = 0 
( ( n - 1 ) · a ) ∘ a     : n > 0


The validity of this definition follows from the fact that a monoid has an identity element.


=== Invertible Element ===
Let ( S, ∘) be a monoid whose identity element is e.

Let b ∈ S be invertible for ∘.

Let n ∈ℤ.


The definition b^n = ∘^n (   )b as the nth power of b in (S, ∘) can be extended to include the inverse of b:

:b^-n = ( b^-1)^n


Category:Definitions/Monoids",Definition:Power of Element/Monoid
418,Definition:Power of Element/Group,Power,"Let ( G, ∘) be a group whose identity element is e.

Let g ∈ G.

Let n ∈ℤ.


The definition g^n = ∘^n (   )g as the nth power of g in a monoid can be extended to allow negative values of n:

:g^n = 
e     : n = 0 

g^n - 1∘ g     : n > 0 
( g^-n)^-1    : n < 0

or

:n · g = 
e     : n = 0 
( ( n - 1 ) · g ) ∘ g     : n > 0 

-( -n · g )     : n < 0

The validity of this definition follows from the group axioms: g has an inverse element.",Definition:Power of Element/Group
419,Definition:Power of Element/Ring,Power,"Let ( R, +, ∘) be a ring.

Let r ∈ R.

Let n ∈ℤ_>0 be the set of strictly positive integers.

The nth power of r in R is defined as the nth power of r with respect to the semigroup ( R, ∘):

:∀ n ∈ℤ_>0: r^n = 
r     : n = 1 

r^n - 1∘ r     : n > 1


If R is a ring with unity where 1_R is that unity, the definition extends to n ∈ℤ_≥ 0:

:∀ n ∈ℤ_≥ 0: r^n = 
1_R     : n = 0 

r^n - 1∘ r     : n > 0",Definition:Power of Element/Ring
420,Definition:Power (B-Algebra),Power,"Let ( X, ∘) be a B-algebra.

For any x ∈ X and n ∈ℕ, define the nth power of x, denoted x^n, inductively:

:x^n = 
0    if n = 0

x^n - 1∘( 0 ∘ x )    if n ≥ 1",Definition:Power (B-Algebra)
421,Definition:Cardinality,Power,"Two sets (either finite or infinite) which are equivalent are said to have the same cardinality.

The cardinality of a set S is written | S |.


=== Cardinality of Finite Set ===
Let S be a finite set.

The cardinality | S | of S is the number of elements in S.

That is, if:
:S ∼ℕ_< n

where:
:∼ denotes set equivalence
:ℕ_

Also note that from the definition of finite:
:∃ n ∈ℕ: | S | = n  S is finite.

=== Cardinality of Infinite Set ===
Let S be an infinite set.

The cardinality | S | of S can be indicated as:
:| S | = ∞

However, it needs to be noted that this just means that the cardinality of S cannot be assigned a number n ∈ℕ.


It means that | S | is at least ℵ_0 (aleph null).",Definition:Cardinality
422,Definition:Power Set,Power,"The power set of a set S is the set defined and denoted as:

:𝒫( S ) := { T: T ⊆ S }

That is, the set whose elements are all of the subsets of S.


=== Class Theory ===
The power set of a set x is the class of all the subsets of x:

:𝒫( x ) := { y: y ⊆ x }


It is clear from the definition that:
:y ∈𝒫( x )  y ⊆ x


=== Axiom of Powers ===

The concept of the power set is axiomatised in the Axiom of Powers in class theory:

 ",Definition:Power Set
423,Definition:Power (Physics),Power,"Power the amount of energy transferred or converted per unit time.

That is, the rate at which energy is transformed.


Power is a scalar quantity.


=== Instantaneous ===
The instantaneous power transformed at an instant of time is defined as:
:p (   )t = d E (   )td t
where:
:p (   )t is the power as a function of time
:E (   )t is the energy as a function of time.

=== Symbol ===


=== Dimension ===
The dimension of measurement of power is 𝖬 𝖫^2 𝖳^-3.

This derives from its definition as:
:EnergyTime


Category:Definitions/Dimensions of Measurement
Category:Definitions/Power (Physics)

=== Unit ===
The SI unit of power  is the watt W.


=== Watt ===
The watt is the SI unit of power.


It is defined as being the rate at which 1 joule of energy is uniformly transformed in 1 second:

:1  W = 1  J s^-1


Hence it can be understood as:
:the rate at which work is done when the velocity of a body is held constant at 1 metre per second against a constant opposing force of 1 newton
:the rate at which work is performed when an electric current of 1 ampere flows across an electrical potential difference of 1 volt.

=== Conversion Factors ===


=== Symbol ===
 

=== Base Units ===
The SI base units of the watt are:

:W := kg m^2 s^-3
where:
:kg denotes kilograms
:m denotes metres
:s denotes seconds (of time).

This arises from the definition of the watt as J s^-1, that is, joules per second.
 ",Definition:Power (Physics)
424,Definition:Avoirdupois/Dram,Dram,"The dram is an avoirdupois unit of mass.

=== Conversion Factors ===
",Definition:Avoirdupois/Dram
425,Definition:Apothecaries' Weights and Measures/Mass/Drachm,Dram,"The drachm is an apothecaries' unit of mass.

=== Conversion Factors ===
",Definition:Apothecaries' Weights and Measures/Mass/Drachm
426,Definition:Extension of Relation,Extension,"Let:

:ℛ_1 ⊆ X × Y be a relation on X × Y
:ℛ_2 ⊆ S × T be a relation on S × T
:X ⊆ S
:Y ⊆ T
:ℛ_2 _X × Y be the restriction of ℛ_2 to X × Y.


Let ℛ_2 _X × Y = ℛ_1.


Then ℛ_2 extends or is an extension of ℛ_1.",Definition:Extension of Relation
427,Definition:Extension of Mapping,Extension,"As a mapping is, by definition, also a relation, the definition of an extension of a mapping is the same as that for an extension of a relation:

Let:

:f_1 ⊆ X × Y be a mapping on X × Y
:f_2 ⊆ S × T be a mapping on S × T
:X ⊆ S
:Y ⊆ T
:f_2 _X × Y be the restriction of f_2 to X × Y.


Let f_2 _X × Y = f_1.

That is, let f_1 be a subset of f_2.


Then f_2 extends or is an extension of f_1.",Definition:Extension of Mapping
428,Definition:Extension of Operation,Extension,"Let (S, ∘) be a magma.

Let (T, ∘_T) be a submagma of (S, ∘), where ∘_T denotes the restriction of ∘ to T.


Then:
: (S, ∘) is an extension of (T, ∘_T)
or
: (S, ∘) extends (T, ∘_T)


We can use the term directly to the operation itself and say:
: ∘ is an extension of ∘_T
or:
: ∘ extends ∘_T",Definition:Extension of Operation
429,Definition:Extension of Sequence,Extension,"As a sequence is, by definition, also a mapping, the definition of an extension of a sequence is the same as that for an extension of a mapping:

Let:

: ⟨a_k⟩_k ∈ A be a sequence on A, where A ⊆ℕ.
: ⟨b_k⟩_k ∈ B be a sequence on B, where B ⊆ℕ.
: A ⊆ B
: ∀ k ∈ A: b_k = a_k.

Then ⟨b_k⟩_k ∈ B extends or is an extension of ⟨a_k⟩_k ∈ A.",Definition:Extension of Sequence
430,Definition:Extension of Class/Immediate,Extension,"Let A and B be classes.

Let B be an extension of A.

B is an immediate extension of A  if and only if  B contains exactly one more element than A.",Definition:Extension of Class/Immediate
431,Definition:Field Extension,Extension,"Let F be a field.


A field extension over F is a field E where F ⊆ E.

That is, such that F is a subfield of E.


This can be expressed:
:E is a field extension over a field F
or:
:E over F is a field extension 
as:
:E / F is a field extension.  


E / F can be voiced as E over F.",Definition:Field Extension
432,Definition:Ring Extension,Extension,"Let R and S be commutative rings with unity.

Let ϕ : R → S be a ring monomorphism.

Then ϕ : R → S is a ring extension of R.


Alternatively, we can define S to be a ring extension of R if R is a subring of S (provided we insist that a subring inherits the multiplicative identity from its parent ring).


These definitions are equivalent up to isomorphism, for if R ⊆ S is a subring, then the identity id : R → S is a monomorphism.

Conversely if ϕ : R → S is a monomorphism, then imϕ⊆ S is a subring of S.

Moreover by Surgery for Rings, we can find a ring T, isomorphic to S, that contains R as a subring.

 ",Definition:Ring Extension
433,Definition:Extension of Ideal,Extension,"Let A and B be commutative ring with unity.

Let f : A → B be a ring homomorphism.

Let 𝔞 be an ideal of A.


The extension of 𝔞 by f is the ideal generated by its image under f:
:𝔞^e = ⟨ f [ 𝔞] ⟩",Definition:Extension of Ideal
434,Definition:Extension of Structure,Extension,"Let 𝒜, ℬ be structures for a signature ℒ.


Then ℬ is an extension of 𝒜  if and only if  𝒜 is a substructure of ℬ.",Definition:Extension of Structure
435,Definition:Extension of Propositional Tableau,Extension,"Let (T, 𝐇, Φ) be a propositional tableau.


=== Definition 1 ===
Let T be a propositional tableau.


A tableau T' is an extension of T if T' can be obtained from T by repeatedly adding nodes to the leaf nodes of T (by means of the tableau extension rules).

=== Definition 2 ===
Let (T, 𝐇, Φ) be a propositional tableau.


An extension of T is a propositional tableau (S, 𝐇', Φ') such that:

:S is an extension of T;
:𝐇 = 𝐇';
:Φ' is an extension of Φ.",Definition:Extension of Propositional Tableau
436,Definition:Like Vector Quantities,Like,"Let 𝐚 and 𝐛 be vector quantities.

Then 𝐚 and 𝐛 are known as like vector quantities  if and only if  they have the same direction.",Definition:Like Vector Quantities
437,Definition:Electric Charge/Polarity/Like,Like,"If 2 electric charges are of the same polarity, they are referred to as being like (electric) charges.


The usage is archaic; the word one would expect is alike.",Definition:Electric Charge/Polarity/Like
438,Definition:Inconsistent (Logic),Inconsistent,"Let ℒ be a logical language.

Let 𝒫 be a proof system for ℒ.

=== Definition 1 ===
Let ℒ be a logical language.

Let 𝒫 be a proof system for ℒ.


A set ℱ of logical formulas is inconsistent for 𝒫  if and only if :

:For every logical formula ϕ, ℱ⊢_𝒫ϕ.

That is, every logical formula ϕ is a provable consequence of ℱ.

=== Definition 2 ===
Let ℒ be a logical language.

Let 𝒫 be a proof system for ℒ.


A set ℱ of logical formulas is inconsistent for 𝒫  if and only if :

:There exists a logical formula ϕ such that both
::ℱ⊢_𝒫( ϕϕ)",Definition:Inconsistent (Logic)
439,Definition:Consistent Simultaneous Equations/Inconsistent,Inconsistent,"A set of equations is described as inconsistent  if and only if  they are not consistent

That is, there exists no set of values for its variables such that all the equations are satisfied.",Definition:Consistent Simultaneous Equations/Inconsistent
440,Definition:Smooth Real Function,Smooth,"A real function is smooth  if and only if  it is of differentiability class C^∞.

That is,  if and only if  it admits of continuous derivatives of all orders.


 ",Definition:Smooth Real Function
441,Definition:Smooth Mapping,Smooth,"Let M, N be smooth manifolds. 

Denote m :=  M and n :=  N. 

Let ϕ: M → N be a mapping. 


Then ϕ is a smooth mapping  if and only if :
:for every chart ( U, κ) on M and every chart ( V, ξ) on N such that V ∩ϕ(   )U ∅, the mapping:
::ξ∘ϕ∘κ^-1: κ(   )U ⊆ℝ^m →ξ(   )V ∩ϕ(   )U⊆ℝ^n
:is smooth.",Definition:Smooth Mapping
442,Definition:Topological Manifold/Smooth Manifold,Smooth,"Let M be a second-countable locally Euclidean space of dimension d. 

Let ℱ be a smooth differentiable structure on M.


Then ( M, ℱ) is called a smooth manifold of dimension d.",Definition:Topological Manifold/Smooth Manifold
