"term","def","file_name","extraction_rule","plain_text_def","plain_text_term"
"Parikh matrix mapping;Parikh matrices","Suppose $\Sigma=\{a_1<a_2<\cdots <a_k\}$ is an ordered alphabet. The \textit{Parikh matrix mapping} with respect to $\Sigma$, denoted by $\Psi_\Sigma$, is the morphism:
\begin{equation*}
\Psi_\Sigma:\Sigma^*\rightarrow\mathcal{M}_{k+1},
\end{equation*}
defined such that $\Psi_\Sigma(a_q)=(m_{i,j})_{1\le i,j\le k+1}$, where  
$m_{i,i}=1$ for all $1\le i\le k+1$, $m_{q,q+1}=1$, and all other entries of the matrix $\Psi_\Sigma(a_q)$ are zero. Matrices of the form $\Psi_\Sigma(w)$ for $w\in\Sigma^*$ are termed as  \textit{Parikh matrices} .","1702.03647#1702.03647.tex","definition + \textit{}","Suppose Σ={a_1<a_2<⋯ <a_k} is an ordered alphabet. The Parikh matrix mapping with respect to Σ, denoted by Ψ_Σ, is the morphism:

    Ψ_Σ:Σ^*→ℳ_k+1,

defined such that Ψ_Σ(a_q)=(m_i,j)_1≤ i,j≤ k+1, where  
m_i,i=1 for all 1≤ i≤ k+1, m_q,q+1=1, and all other entries of the matrix Ψ_Σ(a_q) are zero. Matrices of the form Ψ_Σ(w) for w∈Σ^* are termed as  Parikh matrices .","Parikh matrix mapping;Parikh matrices"
"Path","\rm{
\cite{CH} If the vertices $v_0,v_1,\ldots,v_k$ of a walk $W$ are distinct then $W$ is called a \textit{Path} .  A path with $n$ vertices will be denoted by $P_n$. $P_n$ has length $n-1$. }","1506.03251#1506.03251.tex","definition + \textit{}","
<cit.> If the vertices v_0,v_1,…,v_k of a walk W are distinct then W is called a Path .  A path with n vertices will be denoted by P_n. P_n has length n-1. ","Path"
"Path","Let $G=(V,E)$ be a graph. 
A path in a graph is a sequence of vertices such that from each of its vertices there is an edge to the next vertex in the sequence.
This is denoted by $P=(u=v_0,v_1,\ldots,v_k=v)$,
where $(v_i,v_{i+1}) \in E$ for $0 \le i \le k-1$.
The length of the path is the number of edges encountered in $P$.","1210.7253#JMI_2011main.tex","definition[]","Let G=(V,E) be a graph. 
A path in a graph is a sequence of vertices such that from each of its vertices there is an edge to the next vertex in the sequence.
This is denoted by P=(u=v_0,v_1,…,v_k=v),
where (v_i,v_i+1) ∈ E for 0 ≤ i ≤ k-1.
The length of the path is the number of edges encountered in P.","Path"
"Perfect Matching Width","\label{def:pmw}
		Let $G$ be a graph with a perfect matching.
		A \emph{perfect matching decomposition} (\PM-decomposition) of $G$ is a tuple~$\Brace{T,\delta}$, where $T$ is a cubic tree and $\delta\colon \Leaves{T} \to \Fkt{V}{G}$ a bijection.
		Let $t_1t_2$ be an edge in $T$ and $\Brace{T_1,T_2} \coloneqq \splitTree{T}{t_1t_2}$.
		The partition of the tree into $T_1$ and $T_2$ also yields a partition of the vertices in $G$ that are mapped to the leaves of $T$.
		Let
		\begin{align*}
			X_i &\coloneqq \bigcup_{t \in \Leaves{T} \cap \V{T_i}} \Set{\Fkt{\delta}{t}}
		\end{align*}
		be the two classes of that partition.
		Note that $\Cut{X_1} = \Cut{X_2}$ defines an edge cut in $G$, we refer to it by $\Cut{t_1t_2}$.
		The width of a perfect matching decomposition $\Brace{T,\delta}$ is given by $\Width{T,\delta}\coloneqq\max_{t_1t_2 \in \E{T}} \matPor{t_1t_2}$ and the \emph{perfect matching width} (\PM-width) of $G$ is then defined as 
		\begin{align*}
			\pmw{G} \coloneqq \min_{\substack{\Brace{T,\delta} \text{ perfect matching}\\\text{decomposition of } G}} \quad \max_{t_1t_2 \in \E{T}} \matPor{\Cut{t_1t_2}}.
		\end{align*}","1902.06307#pmw2.tex","definition[]","
		Let G be a graph with a perfect matching.
		A perfect matching decomposition (-decomposition) of G is a tuple T,δ, where T is a cubic tree and δT→VG a bijection.
		Let t_1t_2 be an edge in T and T_1,T_2Tt_1t_2.
		The partition of the tree into T_1 and T_2 also yields a partition of the vertices in G that are mapped to the leaves of T.
		Let
		
    X_i    ⋃_t ∈T∩T_iδt

		be the two classes of that partition.
		Note that X_1 = X_2 defines an edge cut in G, we refer to it by t_1t_2.
		The width of a perfect matching decomposition T,δ is given by T,δmax_t_1t_2 ∈Tt_1t_2 and the perfect matching width (-width) of G is then defined as 
		
    Gmin_T,δ perfect matching
    decomposition of  G  max_t_1t_2 ∈Tt_1t_2.
","Perfect Matching Width"
"Perfect Matching Width","\label{def:pmw}
		Let $G$ be a matching covered graph.
		A perfect matching decomposition of $G$ is a
                tuple~$\br{T,\delta}$, where $T$ is a cubic tree and
                $\delta\colon \Leaves{T} \to \V{G}$ is a bijection.
		The width of $\br{T,\delta}$ is given by $\max_{e \in \E{T}} \matPor{e}$ and the \emph{perfect matching width} of~$G$ is then defined as 
		\begin{align*}
			\pmw{G} \coloneqq \min_{\substack{\br{T,\delta} \text{ perfect matching}\\\text{decomposition of } G}} \quad \max_{e \in \E{T}} \matPor{\cut{e}}.
		\end{align*}","1902.01322#bipgrid.tex","definition[]","
		Let G be a matching covered graph.
		A perfect matching decomposition of G is a
                tuple T,δ, where T is a cubic tree and
                δT→G is a bijection.
		The width of T,δ is given by max_e ∈Te and the perfect matching width of G is then defined as 
		
    Gmin_T,δ perfect matching
    decomposition of  G  max_e ∈Te.
","Perfect Matching Width"
"Plane permutation","A plane permutation on $[n]=\{1,2,\ldots n\}$ is a pair $\mathfrak{p}=(s,\pi)$ where $s=(s_i)_{i=0}^{n-1}$
is an $n$-cycle and $\pi$ is an arbitrary permutation. The permutation $D_{\mathfrak{p}}=
s\circ \pi^{-1}$ is called the diagonal of $\mathfrak{p}$.","1602.00778#pp-conj-arxiv-rxfchenv1.tex","definition[]","A plane permutation on [n]={1,2,… n} is a pair 𝔭=(s,π) where s=(s_i)_i=0^n-1
is an n-cycle and π is an arbitrary permutation. The permutation D_𝔭=
s∘π^-1 is called the diagonal of 𝔭.","Plane permutation"
"Plane permutation","A plane permutation on $[n]$ is a pair $\mathfrak{p}=(s,\pi)$ where $s=(s_i)_{i=0}^{n-1}$
is an $n$-cycle and $\pi$ is an arbitrary permutation on $[n]$.","1502.07674#z-s-per-genome-ricky-arxiv1606.tex","definition[]","A plane permutation on [n] is a pair 𝔭=(s,π) where s=(s_i)_i=0^n-1
is an n-cycle and π is an arbitrary permutation on [n].","Plane permutation"
"Plane permutation","A plane permutation on $[n]$ is a pair $\mathfrak{p}=(s,\pi)$ where $s=(s_i)_{i=0}^{n-1}$
is an $n$-cycle and $\pi$ is an arbitrary permutation on $[n]$. The permutation $D_{\mathfrak{p}}=
s\circ \pi^{-1}$ is called the diagonal of $\mathfrak{p}$.","1503.01499#local-embedding-map-arxiv-rxf_chen.tex","definition[]","A plane permutation on [n] is a pair 𝔭=(s,π) where s=(s_i)_i=0^n-1
is an n-cycle and π is an arbitrary permutation on [n]. The permutation D_𝔭=
s∘π^-1 is called the diagonal of 𝔭.","Plane permutation"
"Polynomial factors","\label{factor}
If $P_1, \dots, P_C:\F^n \to \T$ is a sequence of polynomials, then the factor $\cB_{P_1,\ldots,P_C}$ is called a {\em polynomial factor}.

The {\em complexity} of $\cB$, denoted $|\cB|:=C$, is the number of defining polynomials. The {\em degree} of $\cB$ is the maximum degree among its defining polynomials $P_1,\ldots,P_C$. If $P_1,\ldots,P_C$ are of depths $k_1,\ldots,k_C$, respectively, then the number of atoms of $\cB$ is at most $\prod_{i=1}^C q^{k_i+1}$ which we denote by $\|\cB\|$.","1510.05334#quintic.tex","definition[]","
If P_1, …, P_C:^n → is a sequence of polynomials, then the factor _P_1,…,P_C is called a polynomial factor.

The complexity of , denoted ||:=C, is the number of defining polynomials. The degree of  is the maximum degree among its defining polynomials P_1,…,P_C. If P_1,…,P_C are of depths k_1,…,k_C, respectively, then the number of atoms of  is at most ∏_i=1^C q^k_i+1 which we denote by .","Polynomial factors"
"Polynomial factors","\label{def:polyFactor}
Let $p$ be a fixed prime. Let $P_1,\ldots,P_C \in {\rm Poly}_d(\F_p^n)$. The sigma-algebra on $\F_p^n$ whose atoms are $\{x \in \F_p^n : P_1(x)=a(1),\ldots,P_C(x)=a(C)\}$ for all $a \in \F_p^C$ is called a \emph{polynomial factor of degree at most $d$ and complexity at most $C$} .","1011.4600#complexityRevised.tex","definition[]","
Let p be a fixed prime. Let P_1,…,P_C ∈ Poly_d(_p^n). The sigma-algebra on _p^n whose atoms are {x ∈_p^n : P_1(x)=a(1),…,P_C(x)=a(C)} for all a ∈_p^C is called a polynomial factor of degree at most d and complexity at most C .","Polynomial factors"
"Polynomial factors","\label{factor}
If $P_1, \dots, P_C:\F^n \to \T$ is a sequence of polynomials, then the factor $\cB_{P_1,\ldots,P_C}$ is called a {\em polynomial factor}.","1403.7703#equidist-24-03-2014.tex","definition[]","
If P_1, …, P_C:^n → is a sequence of polynomials, then the factor _P_1,…,P_C is called a polynomial factor.","Polynomial factors"
"Polynomials","\label{poly-def}  Let $P\colon G \to K$ be a function from one additive group $G = (G,+)$ to another $K = (K,+)$.  For any subgroup $H$ of $G$ and for any integer $d$, we say that $P$ is a \emph{polynomial of degree $<d$ along $H$} according to the following recursive definition\footnote{Our conventions here are somewhat nonstandard, but are chosen so that the proofs of our main theorems, such as Theorem \ref{concat-uap}, resemble the proofs of warmup results such as Proposition \ref{concat}.}:
\begin{itemize}
\item[(i)]  If $d \leq 0$, we say that $P$ is of degree $<d$ along $H$ if and only if it is identically zero.
\item[(ii)]  If $d \geq 1$, we say that $P$ is of degree $<d$ along $H$ if and only if, for each $h \in H$, there exists a polynomial $P_h: G \to K$ of degree $<d-1$ along $H$ such that 
\begin{equation}\label{pxh}
P(x+h) = P(x) + P_h(x)
\end{equation}
for all $x \in G$.
\end{itemize}","1603.07815#taoziegler2016.tex","definition[]","  Let P G → K be a function from one additive group G = (G,+) to another K = (K,+).  For any subgroup H of G and for any integer d, we say that P is a polynomial of degree <d along H according to the following recursive definition[Our conventions here are somewhat nonstandard, but are chosen so that the proofs of our main theorems, such as Theorem <ref>, resemble the proofs of warmup results such as Proposition <ref>.]:


  (i)  If d ≤ 0, we say that P is of degree <d along H if and only if it is identically zero.

  (ii)  If d ≥ 1, we say that P is of degree <d along H if and only if, for each h ∈ H, there exists a polynomial P_h: G → K of degree <d-1 along H such that 

    P(x+h) = P(x) + P_h(x)

for all x ∈ G.
","Polynomials"
"Polynomials","\label{polydef}  Let $V$ be a finite-dimensional vector space, let $d \geq 0$ be an integer, and let $G$ be an additive group.  A function $P: V \to G$ from $V$ to $G$ is said to be a \emph{(non-classical) polynomial} of degree $\leq d$ if one has
$$ \ader_{h_1} \ldots \ader_{h_{d+1}} f(n) = 0$$
for all $h_1,\ldots,h_{d+1},n \in V$, where $\ader_h f(n) := (T_h - 1) f(n) = f(n+h)-f(n)$ is the additive derivative of $f$ in the direction $h$.  We adopt the convention that the zero polynomial $0$ has degree $-\infty$.  We denote the space of all polynomials of degree $\leq d$ as $\Poly_{\leq d}(V \to G)$; this is clearly an additive group, with $\Poly_{\leq d}(V \to G) = \{0\}$ for $d<0$.","1101.1469#1101.1469.tex","definition[]","  Let V be a finite-dimensional vector space, let d ≥ 0 be an integer, and let G be an additive group.  A function P: V → G from V to G is said to be a (non-classical) polynomial of degree ≤ d if one has

    _h_1…_h_d+1 f(n) = 0

for all h_1,…,h_d+1,n ∈ V, where _h f(n) := (T_h - 1) f(n) = f(n+h)-f(n) is the additive derivative of f in the direction h.  We adopt the convention that the zero polynomial 0 has degree -∞.  We denote the space of all polynomials of degree ≤ d as _≤ d(V → G); this is clearly an additive group, with _≤ d(V → G) = {0} for d<0.","Polynomials"
"Poset dimension","Let $(P, \lhd)$ be a poset (partially ordered set). A {\em linear extension} $L$ of $P$ is a total order which satisfies $(x \lhd y \in P) \implies (x \lhd y \in L)$. A {\em realiser} of $P$ is a set of linear extensions of $P$, say $\mathcal{R}$, which satisfy the following condition: for any two distinct elements $x$ and $y$, $x\lhd y \in P$ if and only if $x \lhd y \in L$, $\forall L \in \mathcal{R}$.  The \emph{poset dimension} of $P$, denoted by $\pdim(P)$, is the minimum positive integer $k$ such that there exists a realiser of $P$ of cardinality $k$.","1305.5233#1305.5233.tex","definition[]","Let (P, ) be a poset (partially ordered set). A linear extension L of P is a total order which satisfies (x  y ∈ P)  (x  y ∈ L). A realiser of P is a set of linear extensions of P, say ℛ, which satisfy the following condition: for any two distinct elements x and y, x y ∈ P if and only if x  y ∈ L, ∀ L ∈ℛ.  The poset dimension of P, denoted by (P), is the minimum positive integer k such that there exists a realiser of P of cardinality k.","Poset dimension"
"Poset dimension","\label{definitionPosetDimension}
Let $(\mathcal{P}, \lhd)$ be a poset (partially ordered set). A {\em linear extension} $L$ of $\mathcal{P}$ is a total order which satisfies $(x \lhd y \in \mathcal{P}) \implies (x \lhd y \in L)$. A {\em realiser} of $\mathcal{P}$ is a set of linear extensions of $\mathcal{P}$, say $\mathcal{R}$, which satisfy the following condition: for any two distinct elements $x$ and $y$, $x\lhd y \in \mathcal{P}$ if and only if $x \lhd y \in L$, $\forall L \in \mathcal{R}$.  
The \emph{poset dimension} of $\mathcal{P}$, denoted by $dim(\mathcal{P})$, is the minimum integer $k$ such that there exists a realiser of $\mathcal{P}$ of cardinality $k$. % The {\em height} of $P$ is the length of a largest chain in $P$.","1404.4484#sd-icgt.tex","definition[]","
Let (𝒫, ) be a poset (partially ordered set). A linear extension L of 𝒫 is a total order which satisfies (x  y ∈𝒫)  (x  y ∈ L). A realiser of 𝒫 is a set of linear extensions of 𝒫, say ℛ, which satisfy the following condition: for any two distinct elements x and y, x y ∈𝒫 if and only if x  y ∈ L, ∀ L ∈ℛ.  
The poset dimension of 𝒫, denoted by dim(𝒫), is the minimum integer k such that there exists a realiser of 𝒫 of cardinality k. ","Poset dimension"
"Poset dimension","Let $(\mathcal{P}, \lhd)$ be a poset (partially ordered set). A {\em linear extension} $L$ of $\mathcal{P}$ is a total order which satisfies $(x \lhd y \in \mathcal{P}) \implies (x \lhd y \in L)$. A {\em realiser} of $\mathcal{P}$ is a set of linear extensions of $\mathcal{P}$, say $\mathcal{R}$, which satisfy the following condition: for any two distinct elements $x$ and $y$, $x\lhd y \in \mathcal{P}$ if and only if $x \lhd y \in L$, $\forall L \in \mathcal{R}$.  
The \emph{poset dimension} of $\mathcal{P}$, denoted by $dim(\mathcal{P})$, is the minimum integer $k$ such that there exists a realiser of $\mathcal{P}$ of cardinality $k$. % The {\em height} of $P$ is the length of a largest chain in $P$.","1212.6756#boxlicity.tex","definition[]","Let (𝒫, ) be a poset (partially ordered set). A linear extension L of 𝒫 is a total order which satisfies (x  y ∈𝒫)  (x  y ∈ L). A realiser of 𝒫 is a set of linear extensions of 𝒫, say ℛ, which satisfy the following condition: for any two distinct elements x and y, x y ∈𝒫 if and only if x  y ∈ L, ∀ L ∈ℛ.  
The poset dimension of 𝒫, denoted by dim(𝒫), is the minimum integer k such that there exists a realiser of 𝒫 of cardinality k. ","Poset dimension"
"Primed operators","\label{def:primed-operators}
											We define $E'(w)$ to be the unique word such that
											\[\mathrm{std}(E'(w)) = \mathrm{std}(w) \hspace{0.5cm}\text{ and }\hspace{0.5cm} \mathrm{wt}(E'(w)) = \mathrm{wt}(w) + \alpha,\]
											if such a word exists; otherwise, $E'(w) = \varnothing$. We define $F'(w)$ analogously using $-\alpha$.","1706.09969#ArXiv-Crystal.tex","definition[]","
											We define E'(w) to be the unique word such that
											
    std(E'(w)) = std(w)  and wt(E'(w)) = wt(w) + α,

											if such a word exists; otherwise, E'(w) = ∅. We define F'(w) analogously using -α.","Primed operators"
"Primed operators","\label{def:primed-operators}
We define $E'(w)$ to be the unique word such that
\[\mathrm{std}(E'(w)) = \mathrm{std}(w) \hspace{0.5cm}\text{ and }\hspace{0.5cm} \mathrm{wt}(E'(w)) = \mathrm{wt}(w) + \alpha,\]
if such a word exists; otherwise, $E'(w) = \varnothing$. We define $F'(w)$ analogously using $-\alpha$.","1711.06919#main.tex","definition[]","
We define E'(w) to be the unique word such that

    std(E'(w)) = std(w)  and wt(E'(w)) = wt(w) + α,

if such a word exists; otherwise, E'(w) = ∅. We define F'(w) analogously using -α.","Primed operators"
"Pythagorean triple over $\mathbb{F","A triple $(a,b,c)$ is called \emph{Pythagorean triple over $\mathbb{F}_q$} if $a^2+b^2=c^2$.","0804.1285#inclusion_maximal.tex","definition + \emph{}","A triple (a,b,c) is called Pythagorean triple over 𝔽_q if a^2+b^2=c^2.","Pythagorean triple over 𝔽"
"Pythagorean triple over $\mathbb{F","A triple $(\alpha,\beta,\gamma)$ is called \emph{Pythagorean triple over $\mathbb{F}_q$} if $\alpha^2+\beta^2=\gamma^2$.","1401.4348#1401.4348.tex","definition + \emph{}","A triple (α,β,γ) is called Pythagorean triple over 𝔽_q if α^2+β^2=γ^2.","Pythagorean triple over 𝔽"
"Quiver","A \textbf{quiver} $Q$ is a directed graph, along with a Laurent polynomial label at every vertex. The variable $v$ denotes the number of vertices in $Q$, or $|Q|$. The directed graph must have no 2-cycles.","1812.01910#fpoly.tex","definition[]","A quiver Q is a directed graph, along with a Laurent polynomial label at every vertex. The variable v denotes the number of vertices in Q, or |Q|. The directed graph must have no 2-cycles.","Quiver"
