dd_page_title,term,definition,def_page_title,categories,plain_text_definition
Definition:Completion,Completion,"Let $\left( X, \unicode{x3a3}, \mu \right), \left( \tilde X, \unicode{x3a3}^*, \bar \mu \right)$ be measure spaces.

Then:
:$\left( \tilde X, \unicode{x3a3}^*, \bar \mu \right)$ is a completion of $\left( X, \unicode{x3a3}, \mu \right)$
or:
:$\left( \tilde X, \unicode{x3a3}^*, \bar \mu \right)$ completes $\left( X, \unicode{x3a3}, \mu \right)$

 if and only if  the following conditions hold:

:$(1): \quad \left( \tilde X, \unicode{x3a3}^*, \bar \mu \right)$ is a complete measure space
:$(2): \quad \tilde X = X$
:$(3): \quad \unicode{x3a3}$ is a sub-$\sigma$-algebra of $\unicode{x3a3}^*$
:$(4): \quad \forall E \in \unicode{x3a3}: \bar \mu \left(   \right)E = \mu \left(   \right)E$, that is: $\bar \mu \restriction_\unicode{x3a3} = \mu$",Definition:Completion (Measure Space),['Definitions/Measure Theory'],"Let ( X, x3a3, μ), ( X̃, x3a3^*, μ̅) be measure spaces.

Then:
:( X̃, x3a3^*, μ̅) is a completion of ( X, x3a3, μ)
or:
:( X̃, x3a3^*, μ̅) completes ( X, x3a3, μ)

 if and only if  the following conditions hold:

:(1):   ( X̃, x3a3^*, μ̅) is a complete measure space
:(2):   X̃ = X
:(3):   x3a3 is a sub-σ-algebra of x3a3^*
:(4):   ∀ E ∈x3a3: μ̅(   )E = μ(   )E, that is: μ̅_x3a3 = μ"
Definition:Completion,Completion,"Let $M_1 = \left( A, d \right)$ and $M_2 = \left( \tilde A, \tilde d \right)$ be metric spaces.

Then $M_2$ is a completion of $M_1$, or $M_2$ completes $M_1$,  if and only if :
:$(1): \quad M_2$ is a complete metric space
:$(2): \quad A \subseteq \tilde A$
:$(3): \quad A$ is dense in $M_2$
:$(4): \quad \forall x, y \in A : \tilde d \left(   \right){x, y} = d \left(   \right){x, y}$. In terms of restriction of functions, this says that $\tilde d {\restriction_A}  \left(   \right)= d$.


It is immediate from this definition that a completion of a metric space $M_1$ consists of:
:A complete metric space $M_2$
:An isometry $\phi : A \to \tilde A$
such that $\phi \left(   \right)A = \left\lbrace \phi \left(   \right)x: x \in A \right\rbrace$ is dense in $M_2$.

An isometry is often required to be bijective, so here one should consider $\phi$ as a mapping from $A$ to the image of $\phi$.

Therefore to insist that $\phi$ be an isometry, in this context, is to say that $\phi$ must be an injection that preserves the metric of $M_1$.",Definition:Completion (Metric Space),['Definitions/Complete Metric Spaces'],"Let M_1 = ( A, d ) and M_2 = ( Ã, d̃) be metric spaces.

Then M_2 is a completion of M_1, or M_2 completes M_1,  if and only if :
:(1):    M_2 is a complete metric space
:(2):    A ⊆Ã
:(3):    A is dense in M_2
:(4):   ∀ x, y ∈ A : d̃(   )x, y = d (   )x, y. In terms of restriction of functions, this says that d̃_A(   )= d.


It is immediate from this definition that a completion of a metric space M_1 consists of:
:A complete metric space M_2
:An isometry ϕ : A →Ã
such that ϕ(   )A = {ϕ(   )x: x ∈ A } is dense in M_2.

An isometry is often required to be bijective, so here one should consider ϕ as a mapping from A to the image of ϕ.

Therefore to insist that ϕ be an isometry, in this context, is to say that ϕ must be an injection that preserves the metric of M_1."
Definition:Completion,Completion,"Let $\left( R_1, \left\lVert \, \cdot \, \right\rVert_1 \right)$ and $\left( R_2, \left\lVert \, \cdot \, \right\rVert_2 \right)$ be normed division rings.

Let $M_1 = \left( R_1, d_1 \right)$ and $M_2 = \left( R_2, d_2 \right)$ be the metric spaces where $d_1: R_1 \times R_1 \to \mathbb R_{\ge 0}$ and $d_2: R_2 \times R_2 \to \mathbb R_{\ge 0}$ are the metrics induced by $\left\lVert \, \cdot \, \right\rVert_1$ and $\left\lVert \, \cdot \, \right\rVert_2$ respectively.


Then $\left( R_2, \left\lVert \, \cdot \, \right\rVert_2 \right)$ is a completion of $\left( R_1, \left\lVert \, \cdot \, \right\rVert_1 \right)$  if and only if :
:$(1): \quad$ there exists a distance-preserving ring monomorphism $\phi: R_1 \to R_2$
:$(2): \quad M_2$ is a metric completion of $\phi \left(   \right){M_1}$.


That is, $\left( R_2, \left\lVert \,\cdot\, \right\rVert_2 \right)$ is a completion of $\left( R_1,\left\lVert \,\cdot\, \right\rVert_1 \right)$  if and only if :
:$(a): \quad M_2$ is a complete metric space
:$(b): \quad$ there exists a distance-preserving ring monomorphism $\phi: R_1 \to R_2$
:$(c): \quad \phi \left(   \right){R_1}$ is a dense subspace in $M_2$.",Definition:Completion (Normed Division Ring),['Definitions/Normed Division Rings'],"Let ( R_1, ‖ · ‖_1 ) and ( R_2, ‖ · ‖_2 ) be normed division rings.

Let M_1 = ( R_1, d_1 ) and M_2 = ( R_2, d_2 ) be the metric spaces where d_1: R_1 × R_1 →ℝ_≥ 0 and d_2: R_2 × R_2 →ℝ_≥ 0 are the metrics induced by ‖ · ‖_1 and ‖ · ‖_2 respectively.


Then ( R_2, ‖ · ‖_2 ) is a completion of ( R_1, ‖ · ‖_1 )  if and only if :
:(1): there exists a distance-preserving ring monomorphism ϕ: R_1 → R_2
:(2):    M_2 is a metric completion of ϕ(   )M_1.


That is, ( R_2, ‖ · ‖_2 ) is a completion of ( R_1,‖ · ‖_1 )  if and only if :
:(a):    M_2 is a complete metric space
:(b): there exists a distance-preserving ring monomorphism ϕ: R_1 → R_2
:(c):   ϕ(   )R_1 is a dense subspace in M_2."
Definition:Complex,Complex,Complex analysis is a branch of mathematics that studies complex functions.,Definition:Analysis/Complex,"['Definitions/Branches of Mathematics', 'Definitions/Complex Analysis', 'Definitions/Analysis']",Complex analysis is a branch of mathematics that studies complex functions.
Definition:Complex,Complex,"Let $G$ be a group.

Let $K \subseteq G$ be a subset of $G$.


Then $K$ is referred to by some sources as a complex of elements of $G$.",Definition:Complex (Group Theory),"['Definitions/Group Theory', 'Definitions/Subsets', 'Definitions/Complexes of Groups']","Let G be a group.

Let K ⊆ G be a subset of G.


Then K is referred to by some sources as a complex of elements of G."
Definition:Complex,Complex,"Let $R$ be a commutative ring with unity.

Let $\ds M = \bigoplus_{n \mathop \in \mathbb Z} M^n$ be a $\mathbb Z$-graded $R$-module that is also a differential module with differential $\mathrm d$.


Then $M$ is a differential complex if $\mathrm d$ satisfies:

:$\mathrm d \left(   \right){M^n} \subseteq M^{n + 1}$

for all $n \in \mathbb Z$.


The notation $\mathrm d_n := \mathrm d \restriction_{M_n}$ is often seen.",Definition:Differential Complex,['Definitions/Homological Algebra'],"Let R be a commutative ring with unity.

Let M = ⊕_n ∈ℤ M^n be a ℤ-graded R-module that is also a differential module with differential d.


Then M is a differential complex if d satisfies:

:d(   )M^n⊆ M^n + 1

for all n ∈ℤ.


The notation d_n := d_M_n is often seen."
Definition:Complex,Complex,A complex fraction is a fraction such that the numerator or denominator or both are themselves fractions.,Definition:Fraction/Complex,"['Definitions/Complex Fractions', 'Definitions/Fractions']",A complex fraction is a fraction such that the numerator or denominator or both are themselves fractions.
Definition:Component,Component,"Let $S$ be a set.

Let $\mathbb S = \left\lbrace S_1 \mid S_2 \mid \cdots \right\rbrace$ be a partition of $S$.


The elements $S_1, S_2, \ldots \in \mathbb S$ are known as the components of the partition.


Category:Definitions/Set Partitions",Definition:Set Partition/Component,['Definitions/Set Partitions'],"Let S be a set.

Let 𝕊 = { S_1 | S_2 |⋯} be a partition of S.


The elements S_1, S_2, …∈𝕊 are known as the components of the partition.


Category:Definitions/Set Partitions"
Definition:Component,Component,"Let $T$ be a topological space.

Let us define the relation $\sim$ on $T$ as follows:

:$x \sim y \iff x$ and $y$ are arc-connected.


We have that $\sim $ is an equivalence relation, so from the Fundamental Theorem on Equivalence Relations, the points in $T$ can be partitioned into equivalence classes.

These equivalence classes are called the arc components of $T$.


If $x \in T$, then the arc component of $T$ containing $x$ (that is, the set of points $y \in T$ with $x \sim y$) can be denoted by $\operatorname {AC}_x \left(   \right)T$.",Definition:Arc Component,['Definitions/Arc-Connected Spaces'],"Let T be a topological space.

Let us define the relation ∼ on T as follows:

:x ∼ y  x and y are arc-connected.


We have that ∼ is an equivalence relation, so from the Fundamental Theorem on Equivalence Relations, the points in T can be partitioned into equivalence classes.

These equivalence classes are called the arc components of T.


If x ∈ T, then the arc component of T containing x (that is, the set of points y ∈ T with x ∼ y) can be denoted by AC_x (   )T."
Definition:Component,Component,"Let $T = \left( S, \tau \right)$ be a topological space.


A subset $Y \subseteq S$ is an irreducible component of $T$  if and only if :
:$Y$ is irreducible
:$Y$ is not a proper subset of an irreducible subset of $S$.

That is,  if and only if :
:$Y$ is maximal in the ordered set of irreducible subsets of $S$, ordered by the subset relation.",Definition:Irreducible Component,['Definitions/Irreducible Spaces'],"Let T = ( S, τ) be a topological space.


A subset Y ⊆ S is an irreducible component of T  if and only if :
:Y is irreducible
:Y is not a proper subset of an irreducible subset of S.

That is,  if and only if :
:Y is maximal in the ordered set of irreducible subsets of S, ordered by the subset relation."
Definition:Component,Component,"Let $G$ be a graph.

Let $H$ be a subgraph of $G$ such that:

:$H$ is connected

:$H$ is not contained in any connected subgraph of $G$ which has more vertices or edges than $H$ has.


Then $H$ is a component of $G$.",Definition:Component of Graph,['Definitions/Graph Theory'],"Let G be a graph.

Let H be a subgraph of G such that:

:H is connected

:H is not contained in any connected subgraph of G which has more vertices or edges than H has.


Then H is a component of G."
Definition:Component,Component,An electrical component is a device whose purpose is to control electricity in a specific manner.,Definition:Electrical Component,"['Definitions/Electrical Components', 'Definitions/Electronics']",An electrical component is a device whose purpose is to control electricity in a specific manner.
Definition:Composition,Composition,"Let $\mathcal R_1 \subseteq S_1 \times T_1$ and $\mathcal R_2 \subseteq S_2 \times T_2$ be relations.


Then the composite of $\mathcal R_1$ and $\mathcal R_2$ is defined and denoted as:

:$\mathcal R_2 \circ \mathcal R_1 := \left\lbrace \left( x, z \right) \in S_1 \times T_2: \exists y \in S_2 \cap T_1: \left( x, y \right) \in \mathcal R_1 \land \left( y, z \right) \in \mathcal R_2 \right\rbrace$


 

 

It is clear that the composite relation $\mathcal R_2 \circ \mathcal R_1$ can also be defined as:

:$\mathcal R_2 \circ \mathcal R_1 \left(   \right){S_1} = \mathcal R_2 \left(   \right){\mathcal R_1 \left(   \right){S_1} }$


Note that:
:$(1): \quad \mathcal R_2 \circ \mathcal R_1 \subseteq S_1 \times T_2$
:$(2): \quad$ The domain of $\mathcal R_2 \circ \mathcal R_1$ equals the domain of $\mathcal R_1$, that is, $S_1$
:$(3): \quad$ The codomain of $\mathcal R_2 \circ \mathcal R_1$ equals the codomain of $\mathcal R_2$, that is, $T_2$.",Definition:Composition of Relations,['Definitions/Relation Theory'],"Let ℛ_1 ⊆ S_1 × T_1 and ℛ_2 ⊆ S_2 × T_2 be relations.


Then the composite of ℛ_1 and ℛ_2 is defined and denoted as:

:ℛ_2 ∘ℛ_1 := {( x, z ) ∈ S_1 × T_2: ∃ y ∈ S_2 ∩ T_1: ( x, y ) ∈ℛ_1 ( y, z ) ∈ℛ_2 }


 

 

It is clear that the composite relation ℛ_2 ∘ℛ_1 can also be defined as:

:ℛ_2 ∘ℛ_1 (   )S_1 = ℛ_2 (   )ℛ_1 (   )S_1


Note that:
:(1):   ℛ_2 ∘ℛ_1 ⊆ S_1 × T_2
:(2): The domain of ℛ_2 ∘ℛ_1 equals the domain of ℛ_1, that is, S_1
:(3): The codomain of ℛ_2 ∘ℛ_1 equals the codomain of ℛ_2, that is, T_2."
Definition:Composition,Composition,"Let $\mathbf C$ be a metacategory.

Let $\left({g, f}\right)$ be a pair of composable morphisms.


Then the composition of $f$ and $g$ is a morphism $g \circ f$ of $\mathbf C$ subject to:

:$\operatorname{dom} \left({g \circ f}\right) = \operatorname{dom} f$
:$\operatorname{cod} \left({g \circ f}\right) = \operatorname{cod} g$


This composition of morphisms can be thought of as an abstraction of both composition of mappings and transitive relations.",Definition:Composition of Morphisms,"['Definitions/Category Theory', 'Definitions/Morphisms']","Let 𝐂 be a metacategory.

Let (g, f) be a pair of composable morphisms.


Then the composition of f and g is a morphism g ∘ f of 𝐂 subject to:

:dom(g ∘ f) = dom f
:cod(g ∘ f) = cod g


This composition of morphisms can be thought of as an abstraction of both composition of mappings and transitive relations."
Definition:Composition,Composition,"Let $\mathbf C, \mathbf D$ and $\mathbf E$ be metacategories.

Let $F: \mathbf C \to \mathbf D$ and $G: \mathbf D \to \mathbf E$ be (covariant) functors.


The composition of $G$ with $F$ is the functor $GF: \mathbf C \to \mathbf E$ defined by:

:For all objects $C$ of $\mathbf C$: $\hskip{2.9cm} GF \left({C}\right) := G \left({FC}\right)$
:For all morphisms $f: C_1 \to C_2$ of $\mathbf C$: $\quad GF \left({f}\right) := G \left({Ff}\right)$

$GF$ is said to be a composite functor.",Definition:Composition of Functors,['Definitions/Category Theory'],"Let 𝐂, 𝐃 and 𝐄 be metacategories.

Let F: 𝐂→𝐃 and G: 𝐃→𝐄 be (covariant) functors.


The composition of G with F is the functor GF: 𝐂→𝐄 defined by:

:For all objects C of 𝐂: 2.9cm GF (C) := G (FC)
:For all morphisms f: C_1 → C_2 of 𝐂: GF (f) := G (Ff)

GF is said to be a composite functor."
Definition:Composition,Composition,"A $k$-composition of a (strictly) positive integer $n \in \mathbb Z_{> 0}$ is an ordered $k$-tuple:
:$c = \left( c_1, c_2, \ldots, c_k \right)$
such that:
:$(1): \quad c_1 + c_2 + \cdots + c_k = n$
:$(2): \quad \forall i \in \left[ 1 \,.\,.\,   \right]k: c_i \in \mathbb Z_{>0}$, that is, all the $c_i$ are strictly positive integers.

Category:Definitions/Combinatorics",Definition:Composition (Combinatorics),['Definitions/Combinatorics'],"A k-composition of a (strictly) positive integer n ∈ℤ_> 0 is an ordered k-tuple:
:c = ( c_1, c_2, …, c_k )
such that:
:(1):    c_1 + c_2 + ⋯ + c_k = n
:(2):   ∀ i ∈[ 1  . . ]k: c_i ∈ℤ_>0, that is, all the c_i are strictly positive integers.

Category:Definitions/Combinatorics"
Definition:Concave,Concave,"Let $P$ be a polygon.

$P$ is a concave polygon  if and only if :
:at least one internal angle of $P$ is greater than $180 ^\circ$.",Definition:Concave Polygon,['Definitions/Polygons'],"Let P be a polygon.

P is a concave polygon  if and only if :
:at least one internal angle of P is greater than 180 ^∘."
