term,def,file_name,extraction_rule,plain_text_def,plain_text_term,mentioned_proofwiki_terms
complete,"\label{def:complete}
Let \(G\) be a graph in \(\mathcal{G}_k\),
and let \(\mathcal{L}\) be a \(\{2k-1,2k,2k+1\}\)-decomposition of \(G\) with cycles of length \(2k\)
such that the number of paths of length $2k-1$ equals the number of paths
of length $2k+1$. 
We say that \(\mathcal{L}\) is \emph{complete} if the following two conditions hold.
\begin{itemize}
	\item[(i)]	the cycles in \(\mathcal{L}\) are vertex-disjoint; and
	\item[(ii)]	if \(v\) is a vertex of a cycle in \(\mathcal{L}\),
			then \(\mathcal{L}\) is \(k\)-balanced at \(v\).
\end{itemize}",1510.02526#6reggall.tex,definition + \emph{},"
Let G be a graph in 𝒢_k,
and let ℒ be a {2k-1,2k,2k+1}-decomposition of G with cycles of length 2k
such that the number of paths of length 2k-1 equals the number of paths
of length 2k+1. 
We say that ℒ is complete if the following two conditions hold.

	
  (i)	the cycles in ℒ are vertex-disjoint; and
	
  (ii)	if v is a vertex of a cycle in ℒ,
			then ℒ is k-balanced at v.
",complete,['Complete']
complete,"{Let $X$ be a nonempty set. A derangement connection set $S$ of $Sym(X)$ is called \emph{complete} if $|S|=|X|-1$.
}",1804.01384#1804.01384.tex,definition + \emph{},"Let X be a nonempty set. A derangement connection set S of Sym(X) is called complete if |S|=|X|-1.
",complete,['Complete']
complete,"%[Complete Set of Hyperplanes]
A set of hyperplanes $\{H_1,\dots,H_k\}$ in $V$ is \emph{complete} if $\cap_{i=1}^k H_i =0$.
Note that $k$ may be greater
than the dimension of $V$ in this definition.",1004.5166#OnTheSingularStructureOfGraphHypersurfaces.tex,definition + \emph{},"
A set of hyperplanes {H_1,…,H_k} in V is complete if ∩_i=1^k H_i =0.
Note that k may be greater
than the dimension of V in this definition.",complete,['Complete']
complete,"\label{def:complete}
  A class of matroids is \emph{complete} if it is closed under the
  operations of minors, duals, direct sums, truncations, and induction
  by directed graphs.",1507.05521#1507.05521.tex,definition + \emph{},"
  A class of matroids is complete if it is closed under the
  operations of minors, duals, direct sums, truncations, and induction
  by directed graphs.",complete,['Complete']
complete,The sequence \(S\) is \textit{complete} if \(P(S)\) contains every sufficiently large integer.,1610.02439#1610.02439.tex,definition + \textit{},The sequence S is complete if P(S) contains every sufficiently large integer.,complete,['Complete']
complete,"\label{def:complete}
Let \(G\) be an \(8\)-regular graph,
and let \(\B\) be a balanced \(4\)-tracking decomposition of~\(G\) with no cycles.
We say that \(\B\) is \emph{complete} if the following hold.
\begin{enumerate}[(i)]
\item	\(\prehang(v,\B) \geq 1\), for every \(v\in V(G)\);
\item	if \(T\in\B\) contains a triangle, 
	then \(T\) or \(T^-\) is contained in 
	an exceptional pair of~\(\B\); and
\item	if $X$ is an exceptional pair of \(\B\) and $P$ is an element of $\B$
	that contains the central vertex of $X$ and a hanging edge at a connection vertex of $X$,
	then the central vertex of \(X\) is an end-vertex of $P$.
\end{enumerate}",1607.01456#4-paths.tex,definition + \emph{},"
Let G be an 8-regular graph,
and let  be a balanced 4-tracking decomposition of G with no cycles.
We say that  is complete if the following hold.


  * (v,) ≥ 1, for every v∈ V(G);

  * if T∈ contains a triangle, 
	then T or T^- is contained in 
	an exceptional pair of ; and

  * if X is an exceptional pair of  and P is an element of 
	that contains the central vertex of X and a hanging edge at a connection vertex of X,
	then the central vertex of X is an end-vertex of P.
",complete,['Complete']
complete,"($k$-split) 
Let $w$ be an $r$-regular word on a $b$-letter alphabet -- that is, $w
\in \PTE(m,b,r)$. A $k$-split of $w$ is a list of $k$-regular
words $(w_1, w_2, \ldots, w_t)$ such that $w = w_1w_2 \cdots w_t$.
%The split is $k$-\emph{complete} if none of the $w_i$ can be $k$-split.",1304.6756#1304.6756.tex,definition + \emph{},"(k-split) 
Let w be an r-regular word on a b-letter alphabet – that is, w
∈(m,b,r). A k-split of w is a list of k-regular
words (w_1, w_2, …, w_t) such that w = w_1w_2 ⋯ w_t.
",complete,['Complete']
complete $k$-colouring template;$p$-random template;$i$-monotone,"[Complete, random and constant templates]
Let $T_n$ denote the \emph{complete $k$-colouring template} for $K_n$, that is, the unique template allowing all $k$ colours on all edges. Given a fixed colour $i\in[k]$ and $p\in[0,1]$, we define the \emph{$p$-random template} $T_{n,p}=T_{n,p}(i)$ to be the random template for a $k$-colouring of~$K_n$ obtained by letting
\[T_{n,p}(e)=\left\{\begin{array}{ll}
[k] & \textrm{with probability $p$}\\
\{i\} & \textrm{otherwise,}\end{array} \right.\]
independently for each edge~$e\in E(K_n)$. Finally, let $E_n=E_n(i)$ denote the \emph{$i$-monotone} template with $E_n(e)=\{i\}$ for each $e\in E(K_n)$.",1607.08152#masterdraftJuly14Andrew.tex,definition + \emph{},"[Complete, random and constant templates]
Let T_n denote the complete k-colouring template for K_n, that is, the unique template allowing all k colours on all edges. Given a fixed colour i∈[k] and p∈[0,1], we define the p-random template T_n,p=T_n,p(i) to be the random template for a k-colouring of K_n obtained by letting

    T_n,p(e)={[                [k] with probability p;                {i}         otherwise, ].

independently for each edge e∈ E(K_n). Finally, let E_n=E_n(i) denote the i-monotone template with E_n(e)={i} for each e∈ E(K_n).",complete k-colouring template;p-random template;i-monotone,"['Complete', 'Monotone']"
complete $k$-colouring template;$p$-random template;$i$-monotone,"[Complete, random and constant templates]
Let $T_n=[k]^{K_n}$ denote the \emph{complete $k$-colouring template} for $K_n$, that is, the unique template allowing all $k$ colours on every edge. Given a fixed colour $i\in[k]$ and $p\in[0,1]$, we define the \emph{$p$-random template} $T_{n,p}=T_{n,p}(i)$ to be the random template for a $k$-colouring of~$K_n$ obtained by letting
\[T_{n,p}(e)=\left\{\begin{array}{ll}
[k] & \textrm{with probability $p$,}\\
\{i\} & \textrm{otherwise,}\end{array} \right.\]
independently for each edge~$e\in E(K_n)$. Finally, we define $E_n=E_n(i)$ to be the \emph{$i$-monotone} template with $E_n(e)=\{i\}$ for each $e\in E(K_n)$.",1801.05195#containerpaperarxivupdate.tex,definition + \emph{},"[Complete, random and constant templates]
Let T_n=[k]^K_n denote the complete k-colouring template for K_n, that is, the unique template allowing all k colours on every edge. Given a fixed colour i∈[k] and p∈[0,1], we define the p-random template T_n,p=T_n,p(i) to be the random template for a k-colouring of K_n obtained by letting

    T_n,p(e)={[                 [k] with probability p,;                 {i}          otherwise, ].

independently for each edge e∈ E(K_n). Finally, we define E_n=E_n(i) to be the i-monotone template with E_n(e)={i} for each e∈ E(K_n).",complete k-colouring template;p-random template;i-monotone,"['Complete', 'Monotone']"
complete;linear,"\label{Dcomp} A simple game $(N,W)$ is \emph{complete} or
\emph{linear} if the desirability relation is a complete
preordering.",0907.3853#0907.3853.tex,definition + \emph{}," A simple game (N,W) is complete or
linear if the desirability relation is a complete
preordering.",complete;linear,['Complete']
complete;linear,"\label{Dcomp} 
A simple game $(N,W)$ is \emph{complete} or \emph{linear} if the
desirability relation is a complete preordering.",1401.8180#1401.8180.tex,definition + \emph{}," 
A simple game (N,W) is complete or linear if the
desirability relation is a complete preordering.",complete;linear,['Complete']
completely regular;completely transitive,"\label{cregdef}  Let $C$ be code with distance partition
$\{C=C_0, C_1,\ldots, C_\rho\}$
 and $\gamma\in C_i$.  We say $C$ is \emph{completely regular} if
$|\Gamma_k(\gamma)\cap C|$ depends
 only on $i$ and $k$, and not on the choice of $\gamma\in C_i$.  If there exists
$G\leq \Aut(\Gamma)$ 
  such that each $C_i$ is a $G$-orbit, then we say $C$ is \emph{$G$-completely
transitive} , or simply \emph{completely transitive} .",1112.1247#1112.1247.tex,definition + \emph{},"  Let C be code with distance partition
{C=C_0, C_1,…, C_ρ}
 and γ∈ C_i.  We say C is completely regular if
|Γ_k(γ)∩ C| depends
 only on i and k, and not on the choice of γ∈ C_i.  If there exists
G≤(Γ) 
  such that each C_i is a G-orbit, then we say C is G-completely
transitive , or simply completely transitive .",completely regular;completely transitive,"['Transitive', 'Complete', 'Regular']"
completely regular;completely transitive,"\label{defs}  Let $C$ be code in $\Gamma_m$ with
  distance partition $\{C,C_1,\ldots,C_\rho\}$ and $\bs{\gamma}\in C_i$.
  We say $C$ is \emph{completely regular} if $|\Gamma_{m,k}(\bs{\gamma})\cap
  C|$ depends only on $i$ and $k$, and not on the choice of $\bs{\gamma}\in
  C_i$.  If there exists $X\leq \Aut(\Gamma_m)$ such that each $C_i$
  is an $X$-orbit, then we say $C$ is \emph{$X$-completely
    transitive} , or simply \emph{completely transitive} .",1205.3878#1205.3878.tex,definition + \emph{},"  Let C be code in Γ_m with
  distance partition {C,C_1,…,C_ρ} and γ∈ C_i.
  We say C is completely regular if |Γ_m,k(γ)∩
  C| depends only on i and k, and not on the choice of γ∈
  C_i.  If there exists X≤(Γ_m) such that each C_i
  is an X-orbit, then we say C is X-completely
    transitive , or simply completely transitive .",completely regular;completely transitive,"['Transitive', 'Complete', 'Regular']"
completion,"[Noncommutative Schur $P$-function]\label{noncommdef}
Let $u_1, u_2, \ldots$ be a finite or infinite sequence of elements of some associative algebra $\mathcal{A}$ over $\QQ$. (We will always assume that these elements satisfy the shifted plactic relations.) For a shifted shape~$\lambda$, define
$$P_{\lambda}(\uu) = P_{\lambda}(u_1, u_2, \ldots) = \sum_T u^T,$$
where $T$ runs over all shifted Young tableaux, and the monomial $u^T$ is determined by $\mread(T)$, or by any other representative of the shifted plactic class corresponding to $T$. (In the infinite case, $P_{\lambda}(\mathbf{u})$ is an element of the appropriate \emph{completion} of the algebra $\mathcal{A}$.)",0811.2057#spm17.tex,definition + \emph{},"[Noncommutative Schur P-function]
Let u_1, u_2, … be a finite or infinite sequence of elements of some associative algebra 𝒜 over . (We will always assume that these elements satisfy the shifted plactic relations.) For a shifted shape λ, define

    P_λ() = P_λ(u_1, u_2, …) = ∑_T u^T,

where T runs over all shifted Young tableaux, and the monomial u^T is determined by (T), or by any other representative of the shifted plactic class corresponding to T. (In the infinite case, P_λ(𝐮) is an element of the appropriate completion of the algebra 𝒜.)",completion,['Completion']
completion,"\label{def:completion}
Let $G$ be a square geometric graph with linear orders $<_1$ and $<_2$ as in Theorem \ref{thm:dim-2-cond-geom}. Define
%
$$E_i=\{wz |\exists u,v\in V(G),  u<_i w<_i v  \quad\mbox{and }\quad  u<_i z<_i v \quad\mbox{and }\quad u\sim v\}.$$
%
The \emph{completion} of $<_i$, denoted by $\C_i$, is $(E(G))^c\cap E_i$. Indeed $\C_i$ is the set of the non-edges of $G$ whose ends are in between two adjacent vertices in $<_i$.",1610.07468#B-Square-Oct2016.tex,definition + \emph{},"
Let G be a square geometric graph with linear orders <_1 and <_2 as in Theorem <ref>. Define


    E_i={wz |∃ u,v∈ V(G),  u<_i w<_i v        u<_i z<_i v      u∼ v}.


The completion of <_i, denoted by _i, is (E(G))^c∩ E_i. Indeed _i is the set of the non-edges of G whose ends are in between two adjacent vertices in <_i.",completion,['Completion']
complexity,"\label{def:complexity-set}
  For any set $e$ of size $r$ and any $E_e \subseteq V_e = \prod_{j \in e}
  V_j$, we define the \emph{complexity} of $E_e$ to be the minimum
  integer $T$ such that there is a partition of $E_e$ into $T$ sets
  $E_{e,1}, \dots, E_{e,T}$, so that each $E_{e,i}$ is the set of
  $r$-cliques of some $(r-1)$-uniform hypergraph, meaning that there
  exists some $B_{f,i} \subseteq V_f$ for each $f \in \del e$ so that
  $1_{E_{e,i}}(x_e) = \prod_{f \in \del e} 1_{B_{f,i}}(x_f)$ for all
  $x_e \in V_e$.",1305.5440#1305.5440.tex,definition + \emph{},"
  For any set e of size r and any E_e ⊆ V_e = ∏_j ∈ e
  V_j, we define the complexity of E_e to be the minimum
  integer T such that there is a partition of E_e into T sets
  E_e,1, …, E_e,T, so that each E_e,i is the set of
  r-cliques of some (r-1)-uniform hypergraph, meaning that there
  exists some B_f,i⊆ V_f for each f ∈ e so that
  1_E_e,i(x_e) = ∏_f ∈ e 1_B_f,i(x_f) for all
  x_e ∈ V_e.",complexity,['Complex']
complexity,"Let $L$ be an $r\times m$ integer matrix. We say the system of equations $Lx=0$ \textup{(}alternatively, the matrix $L$\textup{)} has \emph{complexity} $k$ if $k$ is the smallest integer such that, for any $\epsilon>0$, there exists $\delta>0$ with the following property: let $G=\T$ or $\Z_p$ for any large prime $p>p_0(L)$; then for any $f,g: G\to \C$ with $\|f\|_{L_\infty(G)},\|g\|_{L_\infty(G)}$ both at most 1 and $\|f-g\|_{U^{k+1}(G)}\leq \delta$, we have $|S_{L,G}(f)-S_{L,G}(g)|\leq \epsilon$.",1109.2939#1109.2939.tex,definition + \emph{},"Let L be an r× m integer matrix. We say the system of equations Lx=0 alternatively, the matrix L has complexity k if k is the smallest integer such that, for any ϵ>0, there exists δ>0 with the following property: let G= or _p for any large prime p>p_0(L); then for any f,g: G→ with f_L_∞(G),g_L_∞(G) both at most 1 and f-g_U^k+1(G)≤δ, we have |S_L,G(f)-S_L,G(g)|≤ϵ.",complexity,['Complex']
complexity,"Let $\Psi =(\psi_1,...,\psi_t)$ be a system of affine-linear forms. If $1 \leq i \leq t$ and $s \geq 0$, we say that $\Psi$ has $i$-complexity at most $s$ if one can cover the $t-1$ forms $\{\psi_j : j \in [t]\setminus \{i\} \}$ by $s+1$ classes, such that $\psi_i$ does not lie in the affine-linear span of any of these classes. The \emph{complexity} of $\Psi$ is defined to be the least $s$ for which the system has $i$-complexity at most $s$ for all $1 \leq i \leq t$, or $\infty$ if no such $s$ exists.",1210.1729#article_nouvelle_version_arxiv.tex,definition + \emph{},"Let Ψ =(ψ_1,...,ψ_t) be a system of affine-linear forms. If 1 ≤ i ≤ t and s ≥ 0, we say that Ψ has i-complexity at most s if one can cover the t-1 forms {ψ_j : j ∈ [t]∖{i}} by s+1 classes, such that ψ_i does not lie in the affine-linear span of any of these classes. The complexity of Ψ is defined to be the least s for which the system has i-complexity at most s for all 1 ≤ i ≤ t, or ∞ if no such s exists.",complexity,['Complex']
complexity,"\label{complexity} Let $G$ be a finite graph. We denote by $\t(G)$ the number of spanning trees of $G$. When $G$ is connected, $\t(G)$ is often called the \emph{complexity} of $G$. For a finite graph $G$ with connected components $G_1, \ldots, G_\mu$, we define the {\emph complexity} $T(G)$ to be the product $\t(G_1) \cdots \t(G_\mu)$.",1602.02797#STMM.tex,definition + \emph{}," Let G be a finite graph. We denote by (G) the number of spanning trees of G. When G is connected, (G) is often called the complexity of G. For a finite graph G with connected components G_1, …, G_μ, we define the complexity T(G) to be the product (G_1) ⋯(G_μ).",complexity,['Complex']
componentwise linear,"For $k \in \NN$, let $M_{\<k\>} \subseteq M$ denote the submodule of $M$ generated by all elements of degree $k$.
	$M$ is called \emph{componentwise linear} if $M_{\<k\>}$ has a linear resolution for all $k$.",1702.07765#HorizontalMaps_V8_Ar.tex,definition + \emph{},"For k ∈, let M_k⊆ M denote the submodule of M generated by all elements of degree k.
	M is called componentwise linear if M_k has a linear resolution for all k.",componentwise linear,['Component']
componentwise linear,"We say that a graded ideal $I\subset A$ is \emph{componentwise linear} if $%
I_{j}$ has linear resolutions for each degree $j$.",1412.3735#1412.3735.tex,definition + \emph{},We say that a graded ideal I⊂ A is componentwise linear if I_j has linear resolutions for each degree j.,componentwise linear,['Component']
composition,"\label{comp} Let $F$ and $H$ be doubly marked, weighted graphs whose
intersection consists of a single unlooped, unmarked vertex $a$ with weights
$\alpha(a)=A$ and $\beta(a)=B$. The \emph{composition} $G=F\ast H$ is
constructed as follows.

(a) The elements of $V(G)=(V(F)\cup V(H))-\{a\}$ inherit their loops, marks
and weights from $F$ and $H$.

(b) $E(G)=E(F-a)\cup E(H-a)\cup\{\{v,w\}|\{v,a\}\in E(F)$ and $\{a,w\}\in
E(H)\}$.

(c) The number of free loops of $G$ is $\phi(G)=\phi(F)+\phi(H)$.",1003.1560#bpg4.tex,definition + \emph{}," Let F and H be doubly marked, weighted graphs whose
intersection consists of a single unlooped, unmarked vertex a with weights
α(a)=A and β(a)=B. The composition G=F∗ H is
constructed as follows.

(a) The elements of V(G)=(V(F)∪ V(H))-{a} inherit their loops, marks
and weights from F and H.

(b) E(G)=E(F-a)∪ E(H-a)∪{{v,w}|{v,a}∈ E(F) and {a,w}∈
E(H)}.

(c) The number of free loops of G is ϕ(G)=ϕ(F)+ϕ(H).",composition,['Composition']
