file_name,extraction_rule,plain_text_def,plain_text_term
1508.06141#PosetV3.0.tex,definition + \emph{},"Let σ∈ S_n, the Stanley symmetric function associated with σ is the formal power series defined by:

    F_σ(x_1,x_2,…):=∑_(i_1,…,i_ℓ(σ)) ∈ Red(σ) ∑_r_1≤ r_2 ≤…≤ r_ℓ(σ)
     r_j<r_j+1  if i_j<i_j+1 x_r_1x_r_2⋯ x_r_ℓ(σ),
 where Red(σ) denote the set of the reduced decompositions of σ.",Stanley symmetric function
1702.04051#weak_dual.tex,definition + \emph{},"[<cit.>]
  For w a permutation, the Stanley symmetric function _w is
  
    _w(X) = ∑_ρ∈(w) F_(ρ)(X),

  where the sum is over all reduced expressions for w.
  ",Stanley symmetric function
1903.05802#weak_EG.tex,definition + \emph{},"[<cit.>]
  For w a permutation, the Stanley symmetric function _w is 
  
    _w(X) = ∑_ρ∈(w) F_(ρ)(X).

  ",Stanley symmetric function
1809.09857#stanley_symmetric_bialgebras.tex,theorem + \emph{},"
Let  be a field.
There exists a graded -bialgebra  with a basis given by the symbols [π],
where π ranges over all elements of S_1 ⊔ S_2 ⊔ S_3 ⊔⋯,
with the following properties:

  (a) The product of [m⋯ 321] and [(n-m+1)⋯ 321] in  is ∑_π∈(m,n) [π].

  (b) The coproduct of  is the linear map with [π] ↦∑_π∙= π'π” [π']⊗ [π”].

  (c) If () =0 then the linear map → with [π] ↦(π)/ℓ(π)! is an algebra morphism.



",Stanley symmetric function
1701.02824#transitions_draft_3b.tex,definition + \emph{},"
The Stanley symmetric function of w ∈ S_n is  
 F_w = ∑_a∈(w) f_a.",Stanley symmetric function
1109.2688#newtonOracleLong.tex,definition + \emph{},"The Strahler number of a nonempty ℋ-rooted tree γ, denoted by (γ), is defined recursively. The structure γ decomposes as an ℋ-assembly with members  γ_1:q. If all the members of γ are singletons, i.e., γ_1=…=γ_q=𝒵, then (γ)=1. Otherwise, let M=max_1≤ i ≤ q((γ_i)) be the maximum Strahler number of one of γ's members, then:

    (γ)=
    
      	M+1   
    	
      	M
",Strahler number
1308.0403#universal.tex,definition + \emph{},"The Strahler number of a node x in a directed tree T is a number defined by a bottom-up calculation in the tree, as follows: if x is a leaf, its Strahler number is one. Otherwise, let s be the largest Strahler number of a child of x. If x has only one child with Strahler number s, its Strahler number is also s, and if x has multiple children with Strahler number s, then its Strahler number is s+1.",Strahler number
1607.08152#masterdraftJuly14Andrew.tex,definition[],"
Let 𝒫 be a hereditary property of k-colourings of K_n. A family 𝒮 of k-colouring template sequences is a strong stability family for 𝒫 if for all ε>0, there exist δ>0 and m, n_0∈ such that for all n≥ n_0, every k-colouring template t for K_n satisfying
	
		
  * (almost extremality) (t)≥ (π(𝒫)-δ)n2;
		
  * (almost locally  in 𝒫) there are at most δnm pairs (A, c) where A is an m-subset of V(K_n) and c is a realisation of t_|_A such that c∉𝒫_m
	
	must lie within edit distance at most εn2 of a template t_n drawn from a template sequence 𝐭∈𝒮.",Strong stability
1803.01338#SwitchChain_Arxiv2.tex,definition[],"
	A family of graphical degree sequences 𝒟 is called strongly stable if there exists a constant ℓ such that k_JS(d) ≤ℓ for all d ∈𝒟.",Strong stability
1707.07216#1707.07216.tex,definition[],"Given a graph G and two disjoint subsets A and B of its vertices, the pair (A,B)
is (ε,δ)-super-regular if it is ε-regular and furthermore

    (a)≥δ|B|  for all  a∈ A

and

    (b)≥δ|A|  for all  b∈ B.
",Super-Regularity condition
1904.11778#1904.11778.tex,definition[],"Given a graph G and
  two disjoint subsets  of its vertices A and  B, the pair (A,B)
  is   ,   if   it   is
  ε-regular and furthermore,

    deg(a)>δ |B|, for  all  a∈ A,

and

    deg(b)>δ |A|, for  all  b∈ B.
",Super-Regularity condition
0707.2522#0707.2522.tex,definition[],"Given a graph G and
  two disjoint subsets   A and  B of its vertices, the pair (A,B)
  is   ,   if   it   is
  ε-regular and furthermore,

    deg(a)>δ |B|, for  all  a∈ A,

and

    deg(b)>δ |A|, for  all  b∈ B.
",Super-Regularity condition
1512.08134#BuserMagnetic_201512_fm_sL.tex,definition[]," Let σ: E^or→ H be a given signature. For any function








",Switching
1708.01689#sconn-arxiv.tex,definition + \emph{},"
Switching a signed graph means reversing the signs of all edges between a vertex subset W ⊆ V and its complement, V-W.  (The negated edge set may be void.)  We note that switching does not change the sign of a closed chain.
",Switching
1708.07656#main_CS.tex,definition[],"
Let e=(u,v) and f be edges of a  network. A tail move of e to f consists of the following steps:


  * deleting e;

  * subdividing f with a new node u';

  * suppressing the indegree-1 outdegree-1 node u;

  * adding the edge (u',v).

Tail moves are only allowed if the resulting digraph is still a network, see Definition <ref>.
We say that a tail move is a distance-d move if, after step 2, a shortest path from u to u' in the underlying undirected graph has length d+1.",Tail move
1810.09795#main.tex,definition[],"
Let e=(u,v) and f be edges of a network. A tail move of e to f consists of the following steps (Figure <ref>):


  * delete e;

  * subdivide f with a new node u';

  * suppress the indegree-1 outdegree-1 node u;

  * add the edge (u',v).

Tail moves are only allowed if the resulting digraph is still a network (Definition <ref>).
We say that a tail move is a distance-d tail move if, after step 2, a shortest path from u to u' in the underlying undirected graph has length at most d+1.",Tail move
1708.07656#main.tex,definition[],"Let e=(u,v) and f be edges of a phylogenetic network. A tail move of e to f consists of the following steps:


  * removal of edge e,

  * subdividing f with a new node u',

  * suppressing the in-degree 1, out-degree 1 node u,

  * adding the edge (u',v).

Tail moves are only allowed if the resulting digraph is a phylogenetic network.
We say that the move is over distance d if there is a path from u to u' of graph length d+1 in the underlying undirected graph where both nodes exist (after step 2).",Tail move
1801.05195#containerpaperarxivupdate.tex,definition[],"
A template for a k-colouring of K_n is a function 

    t:  E(K_n)→	2^[k]∖{∅},

 associating to each edge e of K_n a non-empty list of colours t(e)⊆ [k]; we refer to t(e) as the palette available at e.  We write (2^[k]∖{∅})^K_n for the family of all k-colouring templates of K_n.


Given a template t∈(2^[k]∖{∅})^K_n, we say that a k-colouring c∈[k]^K_n realises t if c(e)∈ t(e) for every edge e∈ E(K_n).  We write ⟨ t ⟩ for the collection of realisations of t and c∈⟨ t⟩  as a shorthand for `c is a realisation of t'.",Template
1607.08152#masterdraftJuly14Andrew.tex,definition[],"
A template for a k-colouring of K_n is a function t:  E(K_n)→{0,1}^[k], associating to each edge f of K_n a non-empty list of colours t(f)⊆ [k]; we refer to this set t(f) as the palette available at f. 





Given a template t, we say that a k-colouring c of K_n realises t if c(f)∈ t(f) for every edge f∈ E(K_n).  We write ⟨ t ⟩ for the collection of realisations of t.",Template
1801.05195#containerpaperarxivupdate.tex,definition[],"



	
	
	
	
	
",Template and entropy relative to a graph
1607.08152#masterdraftJuly14Andrew.tex,definition[],"
	Let G be a graph. A template for a k-colouring of G is a function t, associating to each edge e of G a non-empty list of colours t(e)⊆ [k]. The set of all such templates is denoted by [k]^E(G).
	
	
	
	
	 Given a template t∈ [k]^E(G), we write ⟨ t ⟩ for the collection of realisations of t, that is, the collection of k-colourings c of E(G) such that c(e)∈ t(e) for every edge e∈ E(G). The entropy of a k-colouring template t of G is 
	
    (t):= ∑_e∈ E(G)log_k| t(e)|.
",Template and entropy relative to a graph
1401.0752#1401.0752.tex,definition[],"Given a pair of parallel paths p and q in a directed graph, we say
that a set T_1, T_2, …, T_r of directed geodesic triangles
tessellates p and q if in the 2-complex K obtained by
adjoining 2-cells for each T_i we have p ∼_K q. We say
that a set of geodesic triangles tessellates a directed
n-gon (p_1, …, p_n-1, r) if it tessellates the paths
p_1 ∘…∘ p_n-1 and r.",Tessellation
1803.08898#MSc_discrete_curvatures.tex,definition[],"A connected and locally finite planar graph G is a planar tessellation , or just tessellation , if it satisfies the following conditions.



  (i) Every edge is contained in exactly two different faces.

  (ii) Every bounded face is a polygon: it is homeomorphic to the closed disk 𝔻, and its boundary is a simple cycle (i.e. a finite path in which the first and the last vertices coincide). The edges of the cycle are called sides of the polygon.

  (iii) The intersection of any two distinct faces are either an empty set, or a vertex, or an edge.   
",Tessellation
1411.4957#HyperErdosGallai_arXiv.tex,definition[],"
Let G be a k-graph and let  be a
(t_0,t_1,,_k,r)-regular slice for G. Then for d>0 we
define the d-reduced k-graph R_d(G) to be the k-graph whose vertices
are the clusters of  and whose edges are all k-sets X of clusters of
 such that G is (_k, r)-regular with respect to X and (X) ≥ d.",The d-reduced k-graph
1701.08115#C3sTiling-170127.tex,definition[],"Let G be a k-graph and  be a (t_0, t_1, , _k, r)-regular slice for G.
	Then for d > 0 we define the d-reduced k-graph R_d(G) of G to be the k-graph whose vertices are the clusters of  and whose edges are all k-sets of clusters X of  such that G is (_k, r)-regular with respect to X and d^∗(X) ≥ d.
	Note that R_d(G) depends on the choice of  but this will always be clear from the context.",The d-reduced k-graph
1607.05825#Anti-powers_in_Thue-Morse.tex,definition + \emph{},"
Let w denote the Boolean complement of a binary word w. Let A_0=0. For each nonnegative integer n, let B_n=A_n and A_n+1=A_nB_n. The Thue-Morse word t is defined by 
    t=lim_n→∞A_n.
",Thue-Morse word
1705.06310#1705.06310.tex,definition + \emph{},"For each ℓ∈{0,1}, let ℓ=1-ℓ. If W=ℓ_1⋯ℓ_k is a finite word of length k on the alphabet {0,1}, let W=ℓ_1⋯ℓ_k. Consider the sequence A_n of finite words on the alphabet {0, 1} such that A_0 = 0 and A_n = A_n-1A_n-1 for all n≥ 1.  Define the Thue-Morse word t to be 
    t = lim_n →∞ A_n = 0110100110010110⋯.
 Let t = t_0t_1t_2…, where t_n is the (n+1)^th letter in t.",Thue-Morse word
1409.6087#1409.6087.tex,definition + \emph{},"The q-TKR polynomial is denoted T_Δ^q(x,y) and is defined as follows.

    T_Δ^q(x,y)=∑_X⊆ F t_q(X) (x-1)^β_d-1(X)-β_d-1(Δ)(y-1)^β_d(X).

Where t_q(X) = |Tor(H_d-1(X),ℤ_q)|.",Tor
1410.1698#canonical.tex,theorem + \emph{},"A minimal set of generators for ℐ( Tor(Γ) ) consists of
 
    ♯ (Γ∩ℤ^2) + 1  2-♯ (2Γ∩ℤ^2)  quadrics and c_Γ cubics,

 where
 
    c_Γ = {[                                                   0                           if ♯ (∂Γ∩ℤ^2) ≥ 4 or Γ≅Σ,;                                                   1 if ♯ (∂Γ∩ℤ^2) = 3, Γ≇Σ, and Γ is non-hyperelliptic,;                                       ♯ (Γ∩ℤ^2) - 3     if ♯ (∂Γ∩ℤ^2) = 3, Γ≇Σ, and Γ is hyperelliptic.;                                                     ].
",Tor
1304.4997#1304.4997.tex,theorem + \emph{},"
Let f ∈ k[x^± 1, y^± 1] be non-degenerate with respect to its Newton polygon
 Δ = Δ(f) and assume that Δ^(1) is two-dimensional. Then U(f) is non-hyperelliptic
 and the Zariski closure of the image of (<ref>) is a canonical model of U(f).
 If moreover Δ^(2)≠∅, then the ideal of
 the latter is generated by ℐ( Tor(Δ^(1))) and the quadrics {Q_w }_w ∈Δ^(2)∩ℤ^2.",Tor
1402.4651#1402.4651.tex,theorem + \emph{},"
Let f ∈ k[x^± 1, y^± 1] be non-degenerate with respect to its Newton polygon
 Δ = Δ(f) and assume that Δ^(1) is two-dimensional. Then U(f) is non-hyperelliptic
 and the Zariski closure of the image of (<ref>) is a canonical model of U(f).
 If moreover Δ^(2)≠∅, then the ideal of
 the latter is generated by ℐ( Tor(Δ^(1))) and the quadrics {Q_w }_w ∈Δ^(2)∩ℤ^2
 described above.",Tor
1503.01604#document.tex,definition[],"A tree decomposition of a graph G = (V, E) is a pair (T, X) of a
	tree T = (N, F) and an indexed family of vertex sets (X_t)_t ∈ N
	(called bags ), such that the following properties hold.
	
	  
  * Each vertex v ∈ V is contained in at least one bag.
	  
  * For each edge e ∈ E there exists a bag containing both endpoints.
	  
  * For each vertex v ∈ V, the bags in the tree decomposition that
	  contain v form a subtree of T.
	
	The width of a tree decomposition is the size of the largest bag minus 1
	and the treewidth of a graph is the minimum width of all its tree
	decompositions.","Tree Decomposition, Treewidth"
1509.08315#document.tex,definition[],"A tree decomposition of a graph G = (V, E) is a pair (T, X) of a
	tree T = (N, F) and an indexed family of vertex sets (X_t)_t ∈ N
	(called bags ), such that the following properties hold.
	
	  
  * Each vertex v ∈ V is contained in at least one bag.
	  
  * For each edge e ∈ E there exists a bag containing both endpoints.
	  
  * For each vertex v ∈ V, the bags in the tree decomposition that
	  contain v form a subtree of T.
	
	The width of a tree decomposition is the size of the largest bag minus 1
	and the treewidth of a graph is the minimum width of all its tree
	decompositions. We might sometimes refer to graphs of treewidth at most k as
	partial k-trees .[For several characterizations of graphs of
	treewidth at most k, see e.g. <cit.>]","Tree Decomposition, Treewidth"
1710.02021#toystablereg.tex,definition[],"
Given a graph Γ=(V,E), the tree bound for Γ, denoted by d(Γ), is the least integer d such that there do not exist sequences ⟨ a_η: η∈ 2^d⟩, ⟨ b_ρ: ρ∈ 2^<d⟩ of elements of V with the property that for each η∈ 2^d and ρ∈ 2^<d, if ρ◃η, then a_ηb_ρ∈ E if and only if ρ∧ 1⊴η.",Tree bound
1805.06847#1805.06847.tex,definition[],"
Given a group G and A⊆ G, the tree bound for A, denoted by d(A), is the least integer d such that there do not exist sequences ⟨ a_η: η∈ 2^d⟩, ⟨ b_ρ: ρ∈ 2^<d⟩ of elements of G with the property that for each η∈ 2^d and ρ∈ 2^<d, if ρ◃η, then a_η+b_ρ∈ A if and only if ρ∧ 1⊴η.",Tree bound
1604.05757#paper.tex,definition[],"Let G be a simple graph. A tree decomposition of G is a tree
T, where each node (also called a bucket ) corresponds to a subset
of the vertices of G, with the following properties:

  
  * For each vertex v of G, the buckets in which v appears
    form a non-empty, connected subgraph of T.
  
  * For each edge e of G, there exists a bucket that contains both
    endpoints of e.

The width of a tree decomposition of G is the size of the biggest
bucket minus one.
The treewidth of G denoted by (G) is the smallest possible width
of a tree decomposition of G.",Treewidth
