title,term,definition
Definition:Concave Real Function,Concave,"Let f be a real function which is defined on a real interval I.

=== Definition 1 ===
Let f be a real function which is defined on a real interval I.


f is concave on I  if and only if :

:∀ x, y ∈ I: ∀α, β∈ℝ_>0, α + β = 1: f (   )α x + β y≥α f (   )x + β f (   )y


:

=== Strictly Concave ===
Let f be a real function which is defined on a real interval I.


f is strictly concave on I  if and only if :

:∀ x, y ∈ I, x  y: ∀α, β∈ℝ_>0, α + β = 1: f (   )α x + β y > α f (   )x + β f (   )y


:


The geometric interpretation is that any point on the chord drawn on the graph of any strictly concave function always lies below the graph.

=== Definition 2 ===
Let f be a real function which is defined on a real interval I.


f is concave on I  if and only if :

:∀ x_1, x_2, x_3 ∈ I: x_1 < x_2< x_3: f (   )x_2 - f (   )x_1/x_2 - x_1≥f (   )x_3 - f (   )x_2/x_3 - x_2


Hence a geometrical interpretation: the slope of P_1 P_2 is greater than that of P_2 P_3:


:


=== Strictly Concave ===
Let f be a real function which is defined on a real interval I.


f is strictly concave on I  if and only if :

:∀ x_1, x_2, x_3 ∈ I: x_1 < x_2 < x_3: f (   )x_2 - f (   )x_1x_2 - x_1 > f (   )x_3 - f (   )x_2x_3 - x_2


Hence a geometrical interpretation: the slope of P_1 P_2 is greater than that of P_2 P_3:


:

=== Definition 3 ===
Let f be a real function which is defined on a real interval I.


f is concave on I  if and only if :

:∀ x_1, x_2, x_3 ∈ I: x_1 < x_2< x_3: f (   )x_2 - f (   )x_1x_2 - x_1≥f (   )x_3 - f (   )x_1x_3 - x_1


Hence a geometrical interpretation: the slope of P_1 P_2 is greater than that of P_1 P_3:


:


=== Strictly Concave ===
Let f be a real function which is defined on a real interval I.


f is strictly concave on I  if and only if :

:∀ x_1, x_2, x_3 ∈ I: x_1 < x_2 < x_3: f (   )x_2 - f (   )x_1x_2 - x_1 > f (   )x_3 - f (   )x_1x_3 - x_1


Hence a geometrical interpretation: the slope of P_1 P_2 is greater than that of P_1 P_3:


:"
Definition:Cone (Geometry),Cone,"A cone is a three-dimensional geometric figure which consists of the set of all straight lines joining the boundary of a plane figure PQR to a point A not in the same plane of PQR:


:"
Definition:Cone (Category Theory),Cone,"Let 𝐂 be a metacategory.

Let D: 𝐉→𝐂 be a 𝐉-diagram in 𝐂.


A cone to D comprises an object C of 𝐂, and a morphism:

:c_j: C → D_j

for each object of 𝐉, such that for each morphism α: i → j of 𝐉:

::@+0.5em@L+2px
 C
  [d]_*+c_i[dr]^*+c_j

 D_i
  [r]_*+D_α   
 D_j

is a commutative diagram.

 "
Definition:Congruence (Geometry),Congruence,"In the field of Euclidean geometry, two geometric figures are congruent  if and only if :

:they are, informally speaking, both ""the same size and shape""

:they differ only in position in space

:one figure can be overlaid on the other figure with a series of rotations, translations, and reflections.


Specifically:
:all corresponding angles of the congruent figures must have the same measurement
:all corresponding sides of the congruent figures must be be the same length."
Definition:Congruence (Metric Spaces),Congruence,"Let ( X, d ) be a metric space.

Two subsets A, B ⊆ X of X are said to be congruent  if and only if  there exists an isometry f: X → X such that f^→(   )A = B.

Such an isometry is called a congruence."
Definition:Congruence Modulo an Ideal,Congruence,"Let ( R, +, ∘) be a ring, and let J be an ideal of R.


The notation:

:a ≡ b  J

is used to mean:

:a + ( -b ) ∈ J"
Definition:Congruence Relation,Congruence,"Let ( S, ∘) be an algebraic structure.

Let ℛ be an equivalence relation on S.


Then ℛ is a congruence relation for ∘  if and only if :

:∀ x_1, x_2, y_1, y_2 ∈ S: ( x_1 ℛ x_2 ) ( y_1 ℛ y_2 ) ( x_1 ∘ y_1 ) ℛ( x_2 ∘ y_2 )"
Definition:Congruence (Number Theory),Congruence,"Let z ∈ℝ.


=== Definition by Remainder after Division ===
Let z ∈ℝ.


We define a relation ℛ_z on the set of all x, y ∈ℝ:
:ℛ_z := {( x, y ) ∈ℝ×ℝ: ∃ k ∈ℤ: x = y + k z }


This relation is called congruence modulo z, and the real number z is called the modulus.


When ( x, y ) ∈ℛ_z, we write:
:x ≡ y  z
and say:
:x is congruent to y modulo z.


Similarly, when ( x, y ) ∉ℛ_z, we write:
:x ≢y  z
and say:
:x is not congruent (or incongruent) to y modulo z.

=== Definition by Modulo Operation ===
Let z ∈ℝ.

Let  be defined as the modulo operation:

:x  y :=  x - y ⌊ x y ⌋    : y  0 
 x     : y = 0


Then congruence modulo z is the relation on ℝ defined as:
:∀ x, y ∈ℝ: x ≡ y  z  x  z = y  z 


The real number z is called the modulus.

=== Definition by Integer Multiple ===
Let z ∈ℝ.

Let x, y ∈ℝ.


Then x is congruent to y modulo z  if and only if  their difference is an integer multiple of z:
:x ≡ y  z ∃ k ∈ℤ: x - y = k z"
Definition:Matrix Congruence,Congruence,"Let R be a commutative ring with unity.

Let n be a positive integer.

Let 𝐀 and 𝐁 be square matrices of order n over R.


Then:
:𝐀 and 𝐁 are congruent
 if and only if :
:there exists a nonsingular matrix 𝐏∈ R^n × n such that 𝐁 = 𝐏^⊺𝐀𝐏
where 𝐏^⊺ denotes the transpose of 𝐏."
Definition:Complex Conjugate/Conjugate Pair,Conjugate Pair,"Let z ∈ℂ be a complex number.

Let z be the complex conjugate of z.


Then z and z are a conjugate pair."
Definition:Harmonic Conjugates,Conjugate Pair,"=== Harmonic Range ===
Let AB and PQ be line segments on a straight line such that ( AB, PQ ) is a harmonic range.

Then P and Q are said to be harmonic conjugates with respect to A and B.

=== Harmonic Pencil ===
Let AB and PQ be line segments on a straight line such that ( AB, PQ ) is a harmonic range.

Let O be a point which is not on the straight line AB.

Let O (   )AB, PQ be the harmonic pencil formed from O and ( AB, PQ ).


:


The rays OP and OQ are said to be harmonic conjugates with respect to OA and OB."
Definition:Connected Relation,Connected,"Let ℛ⊆ S × S be a relation on a set S.


Then ℛ is connected  if and only if :
:∀ a, b ∈ S: a  b ( a, b ) ∈ℛ( b, a ) ∈ℛ


That is,  if and only if  every pair of distinct elements is comparable."
Definition:Connected (Topology)/Topological Space,Connected,"Let T = ( S, τ) be a non-empty topological space.


=== Definition 1 ===
Let T = ( S, τ) be a topological space.


T is connected  if and only if  it admits no separation.


That is, T is connected  if and only if  there exist no open sets A, B ∈τ such that A, B ∅, A ∪ B = S and A ∩ B = ∅.

=== Definition 2 ===
Let T = ( S, τ) be a topological space.


T is connected  if and only if  it has no two disjoint nonempty closed sets whose union is S.

=== Definition 3 ===
Let T = ( S, τ) be a topological space.


T is connected  if and only if  its only subsets whose boundary is empty are S and ∅.

=== Definition 4 ===
Let T = ( S, τ) be a topological space.


T is connected  if and only if  its only clopen sets are S and ∅.

=== Definition 5 ===
Let T = ( S, τ) be a non-empty topological space.


T is connected  if and only if  there are no two non-empty separated sets whose union is S.

=== Definition 6 ===

Let T = ( S, τ) be a topological space.


T is connected  if and only if  there exists no continuous surjection from T onto a discrete two-point space.

=== Definition 7 ===
Let T = ( S, τ) be a topological space.


T is connected  if and only if :
:there do not exist disjoint, non-empty open sets X and Y of T such that X ∪ Y = S."
Definition:Connected (Topology)/Set,Connected,"Let T = ( S, τ) be a topological space.

Let H ⊆ S be a non-empty subset of S.


=== Definition 1 ===

Let T = ( S, τ) be a topological space.

Let H ⊆ S be a non-empty subset of S.


H is a connected set of T  if and only if  it is not the union of any two non-empty separated sets of T.


=== Definition 2 ===
Let T = ( S, τ) be a topological space.

Let H ⊆ S be a non-empty subset of S.


H is a connected set of T  if and only if  it is not disconnected in T.

=== Definition 3 ===
Let T = ( S, τ) be a topological space.

Let H ⊆ S be a non-empty subset of S.


H is a connected set of T  if and only if :
:the topological subspace ( H, τ_H ) of T is a connected topological space.

=== Definition 4 ===
Let T = ( S, τ) be a topological space.

Let H ⊆ S be a non-empty subset of S.


H is a connected set of T  if and only if :
:there do not exist disjoint, non-empty subsets X and Y of H such that X ∪ Y = H such that:
::no limit point of X is an element of Y
::no limit point of Y is an element of X.

=== Definition 5 ===
Let T = ( S, τ) be a topological space.

Let H ⊆ S be a non-empty subset of S.


H is a connected set of T  if and only if :
:H cannot be partitioned into 2 non-empty subsets so that each subset has no element in common with the closure of the other."
Definition:Connected (Topology)/Points,Connected,"Let T = ( S, τ) be a topological space.

Let a, b ∈ S.


Then a and b are connected (in T)  if and only if  there exists a connected set in T containing both a and b."
Definition:Connected Sum,Connected,"The connected sum of two manifolds A^n, B^n of dimension n is defined as follows:

Let D^n be a closed n-ball.

Let α:  D^n → A^n be a continuous (or, in the case of smooth manifolds, a smooth) injection.

Let β:  D^n → B^n be a similar function.  


Define the set:
:S = ( A^n ∖α(   )(  D^n )^∘) ∪( B^n ∖β(   )(  D^n )^∘)
where:
:∖ denotes set difference
:(  D^n )^∘ denotes the interior of D^n.


Define an equivalence relation ∼ on S as:
:x ∼ y ( ( x = y ) ( α^-1(   )x = β^-1(   )y )  )


Since the interiors of the closed balls were removed from the manifolds, it necessarily follows that:
:α^-1(   )x, β^-1(   )y ∈∂ D^n


The connected sum A^n # B^n is defined as the quotient space of S under ∼.

Category:Definitions/Topology"
Definition:Connected Set (Complex Analysis),Connected,"Let D ⊆ℂ be a subset of the set of complex numbers.


=== Definition 1 ===
Let D ⊆ℂ be a subset of the set of complex numbers.


D is connected  if and only if  every pair of points in D can be joined by a staircase contour.

=== Definition 2 ===
Let D ⊆ℂ be a subset of the set of complex numbers.


D is connected  if and only if  every pair of points in D can be joined by a polygonal path all points of which are in D."
Definition:Connected (Graph Theory)/Graph,Connected,"Let G be a graph.

Then G is a connected graph  if and only if  every pair of vertices in G is a pair of connected vertices.


=== Disconnected ===
Let G = ( V, E ) be a graph.

Then G is a disconnected graph  if and only if  it is not a connected graph.

That is,  if and only if  there exists (at least) two vertices u, v ∈ V such that u and v are not connected vertices."
Definition:Connected (Graph Theory)/Vertices,Connected,"Let G be a graph.

Two vertices u, v ∈ G are connected  if and only if  either:

:(1):    u = v
:(2):    u  v, and there exists a walk between them."
Definition:Provable Consequence,Consequence,"Let 𝒫 be a proof system for a formal language ℒ.

Let ℱ be a collection of WFFs of ℒ.


Denote with 𝒫(   )ℱ the proof system obtained from 𝒫 by adding all the WFFs from ℱ as axioms.

Let ϕ be a theorem of 𝒫(   )ℱ.


Then ϕ is called a provable consequence of ℱ, and this is denoted as:

:ℱ⊢_𝒫ϕ


Note in particular that for ℱ = ∅, this notation agrees with the notation for a 𝒫-theorem:

:⊢_𝒫ϕ"
Definition:Semantic Consequence,Consequence,"Let ℳ be a formal semantics for a formal language ℒ.

Let ℱ be a collection of WFFs of ℒ.


Let ℳ(   )ℱ be the formal semantics obtained from ℳ by retaining only the structures of ℳ that are models of ℱ.

Let ϕ be a tautology for ℳ(   )ℱ.


Then ϕ is called a semantic consequence of ℱ, and this is denoted as:

:ℱ_ℳϕ


That is to say, ϕ is a semantic consequence of ℱ  if and only if , for each ℳ-structure ℳ:

:ℳ_ℳℱ implies ℳ_ℳϕ

where _ℳ is the models relation.


Note in particular that for ℱ = ∅, the notation agrees with the notation for a ℳ-tautology:

:_ℳϕ


The concept naturally generalises to sets of formulas 𝒢 on the  :

:ℱ_ℳ𝒢

 if and only if  ℱ_ℳϕ for every ϕ∈𝒢.


 

 "
Definition:Consequence (Game Theory),Consequence,A consequence is a state in a game which results from a move made by a player in that game made according to the rules.
Definition:Consequence Function,Consequence,"Let G be a game.

Let P be a player of G.

Let A be the set of moves available to P.

Let C be the set of consequences of those moves.


A consequence function for P is a mapping from the set A to the set C:
:g: A → C"
Definition:Consistent (Logic),Consistent,"Let ℒ be a logical language.

Let 𝒫 be a proof system for ℒ.


=== Proof System ===
Let ℒ be a logical language.

Let 𝒫 be a proof system for ℒ.


Then 𝒫 is consistent  if and only if :

:There exists a logical formula ϕ such that ⊬_𝒫ϕ

That is, some logical formula ϕ is not a theorem of 𝒫.


=== Propositional Logic ===
Let ℒ_0 be the language of propositional logic.

Let 𝒫 be a proof system for ℒ_0.


=== Definition 1 ===
Let ℒ_0 be the language of propositional logic.

Let 𝒫 be a proof system for ℒ_0.


Then 𝒫 is consistent  if and only if :

:There exists a logical formula ϕ such that ⊬_𝒫ϕ

That is, some logical formula ϕ is not a theorem of 𝒫.


Category:Definitions/Proof Systems
Category:Definitions/Propositional Logic

=== Definition 2 ===
Let ℒ be the language of propositional logic.

Let 𝒫 be a proof system for ℒ_0.

Suppose that in 𝒫, the Rule of Explosion (Variant 3) holds.


Then 𝒫 is consistent  if and only if :

:For every logical formula ϕ, not both of ϕ and ϕ are theorems of 𝒫

=== Set of Formulas ===
Let ℒ be a logical language.

Let 𝒫 be a proof system for ℒ.

Let ℱ be a collection of logical formulas.


Then ℱ is consistent for 𝒫  if and only if :

:There exists a logical formula ϕ such that ℱ⊬_𝒫ϕ.

That is, some logical formula ϕ is not a provable consequence of ℱ.


=== Propositional Logic ===
 
Let ℒ_0 be the language of propositional logic.

Let 𝒫 be a proof system for ℒ_0.

Let ℱ be a collection of logical formulas.


=== Definition 1 ===
Let ℒ_0 be the language of propositional logic.

Let 𝒫 be a proof system for ℒ_0.

Let ℱ be a collection of logical formulas.


Then ℱ is consistent for 𝒫  if and only if :

:There exists a logical formula ϕ such that ℱ⊬_𝒫ϕ

That is, some logical formula ϕ is not a 𝒫-provable consequence of ℱ.


Category:Definitions/Proof Systems
Category:Definitions/Propositional Logic

=== Definition 2 ===
Let ℒ be the language of propositional logic.

Let 𝒫 be a proof system for ℒ_0.

Let ℱ be a collection of logical formulas.

Suppose that in 𝒫, the Rule of Explosion (Variant 3) holds.


Then ℱ is consistent for 𝒫  if and only if :

:For every logical formula ϕ, not both of ϕ and ϕ are 𝒫-provable consequences of ℱ"
Definition:Consistent Simultaneous Equations,Consistent,"A system of simultaneous equations is referred to as consistent  if and only if  it has at least one solution.

That is,  if and only if  there exists a set of values for its variables such that all the equations are satisfied.


=== Inconsistent ===
A set of equations is described as inconsistent  if and only if  they are not consistent

That is, there exists no set of values for its variables such that all the equations are satisfied."
Definition:Consistent Estimator,Consistent,"Let X_1, X_2, …, X_n be random variables.

Let the joint distribution of X_1, X_2, …, X_n be indexed by a population parameter θ.

Let θ̂ be an estimator of θ.

Then θ̂ is consistent  if and only if :
:lim_n →∞(   )|θ̂- θ|≥ϵ = 0
for all ϵ > 0."
Definition:Content of Polynomial/Integer,Content,"Let f ∈ℤ[ X ] be a polynomial with integer coefficients.

Then the content of f, denoted cont( f ), is the greatest common divisor of the coefficients of f."
Definition:Content of Polynomial/Rational,Content,"Let f ∈ℚ[ X ] be a polynomial with rational coefficients.


The content of f is defined as:
:cont( f ) := cont( n f )  n
where n ∈ℕ is such that n f ∈ℤ[ X ]."
Definition:Continuous Mapping,Continuous,"The concept of continuity makes precise the intuitive notion that a function has no ""jumps"" at a given point.

Loosely speaking, in the case of a real function, continuity at a point is defined as the property that the graph of the function does not have a ""break"" at the point.

Thus, a small change in the independent variable causes a similar small change in the dependent variable

This concept appears throughout mathematics and correspondingly has many variations and generalizations."
