title,term,definition
Definition:Composition of Relations,Composition,"Let ℛ_1 ⊆ S_1 × T_1 and ℛ_2 ⊆ S_2 × T_2 be relations.


Then the composite of ℛ_1 and ℛ_2 is defined and denoted as:

:ℛ_2 ∘ℛ_1 := {( x, z ) ∈ S_1 × T_2: ∃ y ∈ S_2 ∩ T_1: ( x, y ) ∈ℛ_1 ( y, z ) ∈ℛ_2 }


 

 

It is clear that the composite relation ℛ_2 ∘ℛ_1 can also be defined as:

:ℛ_2 ∘ℛ_1 (   )S_1 = ℛ_2 (   )ℛ_1 (   )S_1


Note that:
:(1):   ℛ_2 ∘ℛ_1 ⊆ S_1 × T_2
:(2): The domain of ℛ_2 ∘ℛ_1 equals the domain of ℛ_1, that is, S_1
:(3): The codomain of ℛ_2 ∘ℛ_1 equals the codomain of ℛ_2, that is, T_2."
Definition:Composition Series,Composition,"Let G be a finite group.

=== Definition 1 ===
Let G be a finite group.


A composition series for G is a normal series for G which has no proper refinement.


=== Composition Length ===
 

=== Composition Factor ===
 

=== Definition 2 ===
Let G be a finite group.


A composition series for G is a sequence of normal subgroups of G:
:{ e } = G_0  G_1 ⋯ G_n = G
where:
:G_i - 1 G_i denotes that G_i - 1 is a proper normal subgroup of G_i
such that:
:for all i ∈{ 1, 2, …, n }, G_i - 1 is a proper maximal normal subgroup of G_i.


=== Composition Length ===
 

=== Composition Factor ===
 

=== Composition Length ===
 

=== Composition Factor ===
 "
Definition:Composition of Morphisms,Composition,"Let 𝐂 be a metacategory.

Let (g, f) be a pair of composable morphisms.


Then the composition of f and g is a morphism g ∘ f of 𝐂 subject to:

:dom(g ∘ f) = dom f
:cod(g ∘ f) = cod g


This composition of morphisms can be thought of as an abstraction of both composition of mappings and transitive relations."
Definition:Composition of Functors,Composition,"Let 𝐂, 𝐃 and 𝐄 be metacategories.

Let F: 𝐂→𝐃 and G: 𝐃→𝐄 be (covariant) functors.


The composition of G with F is the functor GF: 𝐂→𝐄 defined by:

:For all objects C of 𝐂: 2.9cm GF (C) := G (FC)
:For all morphisms f: C_1 → C_2 of 𝐂: GF (f) := G (Ff)

GF is said to be a composite functor."
Definition:Composition Functor on Slice Categories,Composition,"Let 𝐂 be a metacategory.

Let C and D be objects of 𝐂.

Let 𝐂 / C and 𝐂 / D be the associated slice categories.


Let g: C → D be a morphism of 𝐂.

Then g defines a composition functor g_* : 𝐂 / C →𝐂 / D:

 
 
 
 


That it is in fact a functor is shown on Composition Functor on Slice Categories is Functor.


The effect of g_* is captured in the following commutative diagram:

::<-3em,0em>*+X = ""X"",
<3em,0em>*+X' = ""X2"",
<0em,-4em>*+C = ""C"",
<0em,-8em>*+D = ""D"",

""X"";""X2"" **@- ?>*@> ?*!/_1em/a,
""X"";""C"" **@- ?>*@> ?<>(.4)*!/^.6em/f,
""X2"";""C"" **@- ?>*@> ?<>(.4)*!/_.6em/f',
""C"";""D"" **@- ?>*@> ?<>(.4)*!/^.6em/g,

""X"";""D"" **<-5em,-4em> ?>*@> ?*!/^1.6em/g_* f = 
 g ∘ f,
""X2"";""D"" **<5em,-4em> ?>*@> ?*!/_1.6em/g_* f' = 
 g ∘ f',"
Definition:Conjugate Angles,Conjugate,"The conjugate of an angle θ is the angle ϕ such that:
:θ + ϕ = 2 π
where θ and π are expressed in radians.

That is, it is the angle that makes the given angle equal to a full angle.


Equivalently, the conjugate of an angle θ is the angle ϕ such that:
:θ + ϕ = 360 ^∘
where θ and π are expressed in degrees.


Thus, conjugate angles are two angles whose measures add up to the measure of 4 right angles.

That is, their measurements add up to 360 degrees or 2 π radians."
Definition:Hyperbola/Conjugate Axis,Conjugate," 

:


Consider a hyperbola K whose foci are F_1 and F_2.


Let PQ and RS be line segments constructed through the vertices of K parallel to the minor axis of K and intersecting the asymptotes of K at P, Q, R and S as above.

Construct the line segments PR and QS.

Let C_1 and C_2 be the points of intersection of PR and QS with the minor axis of K.


The conjugate axis of K is the line segment C_1 C_2."
Definition:Conjugate Points (Geometry),Conjugate,"Let 𝒦 be a conic section.

Let P and Q be points in the plane of 𝒦.

Let:
:P lie on the polar of Q
:Q lie on the polar of P.


P and Q are known as conjugate points   𝒦.


=== Conjugate Points with respect to Circle ===
Let 𝒞 be a circle.

Let P and Q be points in the plane of 𝒞.

Let:
:P lie on the polar of Q
:Q lie on the polar of P.


P and Q are known as conjugate points with respect to 𝒞."
Definition:Conjugate Lines,Conjugate,"Let 𝒞 be a circle.

Let 𝒫 and 𝒬 be the straight lines in the plane of 𝒞.


Let P and Q be the poles of 𝒫 and 𝒬 with respect to 𝒞 respectively.

Let P and Q be such that P lies on 𝒬 and Q lies on 𝒫.

Then 𝒫 and 𝒬 are known as conjugate lines with respect to 𝒞."
Definition:Conjugate Diameters,Conjugate,"Let K be a conic section.

Let D_1 and D_2 be diameters of K such that:
:D_1 belongs to the system of parallel chords whose midpoints define D_2
and:
:D_2 belongs to the system of parallel chords whose midpoints define D_1.

Then D_1 and D_2 are known as conjugate diameters."
Definition:Conjugation on Algebra/Conjugate,Conjugate,"Let A = ( A_F, ⊕) be an algebra over a field F.

Let C: A_F → A_F be a conjugation on A.

Let a ∈ A.


Then C (   )a is called the conjugate of a."
Definition:Complex Conjugate/Conjugate Pair,Conjugate Pair,"Let z ∈ℂ be a complex number.

Let z be the complex conjugate of z.


Then z and z are a conjugate pair."
Definition:Harmonic Conjugates,Conjugate Pair,"=== Harmonic Range ===
Let AB and PQ be line segments on a straight line such that ( AB, PQ ) is a harmonic range.

Then P and Q are said to be harmonic conjugates with respect to A and B.

=== Harmonic Pencil ===
Let AB and PQ be line segments on a straight line such that ( AB, PQ ) is a harmonic range.

Let O be a point which is not on the straight line AB.

Let O (   )AB, PQ be the harmonic pencil formed from O and ( AB, PQ ).


:


The rays OP and OQ are said to be harmonic conjugates with respect to OA and OB."
Definition:Connected Relation,Connected,"Let ℛ⊆ S × S be a relation on a set S.


Then ℛ is connected  if and only if :
:∀ a, b ∈ S: a  b ( a, b ) ∈ℛ( b, a ) ∈ℛ


That is,  if and only if  every pair of distinct elements is comparable."
Definition:Connected (Topology)/Topological Space,Connected,"Let T = ( S, τ) be a non-empty topological space.


=== Definition 1 ===
Let T = ( S, τ) be a topological space.


T is connected  if and only if  it admits no separation.


That is, T is connected  if and only if  there exist no open sets A, B ∈τ such that A, B ∅, A ∪ B = S and A ∩ B = ∅.

=== Definition 2 ===
Let T = ( S, τ) be a topological space.


T is connected  if and only if  it has no two disjoint nonempty closed sets whose union is S.

=== Definition 3 ===
Let T = ( S, τ) be a topological space.


T is connected  if and only if  its only subsets whose boundary is empty are S and ∅.

=== Definition 4 ===
Let T = ( S, τ) be a topological space.


T is connected  if and only if  its only clopen sets are S and ∅.

=== Definition 5 ===
Let T = ( S, τ) be a non-empty topological space.


T is connected  if and only if  there are no two non-empty separated sets whose union is S.

=== Definition 6 ===

Let T = ( S, τ) be a topological space.


T is connected  if and only if  there exists no continuous surjection from T onto a discrete two-point space.

=== Definition 7 ===
Let T = ( S, τ) be a topological space.


T is connected  if and only if :
:there do not exist disjoint, non-empty open sets X and Y of T such that X ∪ Y = S."
Definition:Connected (Topology)/Set,Connected,"Let T = ( S, τ) be a topological space.

Let H ⊆ S be a non-empty subset of S.


=== Definition 1 ===

Let T = ( S, τ) be a topological space.

Let H ⊆ S be a non-empty subset of S.


H is a connected set of T  if and only if  it is not the union of any two non-empty separated sets of T.


=== Definition 2 ===
Let T = ( S, τ) be a topological space.

Let H ⊆ S be a non-empty subset of S.


H is a connected set of T  if and only if  it is not disconnected in T.

=== Definition 3 ===
Let T = ( S, τ) be a topological space.

Let H ⊆ S be a non-empty subset of S.


H is a connected set of T  if and only if :
:the topological subspace ( H, τ_H ) of T is a connected topological space.

=== Definition 4 ===
Let T = ( S, τ) be a topological space.

Let H ⊆ S be a non-empty subset of S.


H is a connected set of T  if and only if :
:there do not exist disjoint, non-empty subsets X and Y of H such that X ∪ Y = H such that:
::no limit point of X is an element of Y
::no limit point of Y is an element of X.

=== Definition 5 ===
Let T = ( S, τ) be a topological space.

Let H ⊆ S be a non-empty subset of S.


H is a connected set of T  if and only if :
:H cannot be partitioned into 2 non-empty subsets so that each subset has no element in common with the closure of the other."
Definition:Connected (Topology)/Points,Connected,"Let T = ( S, τ) be a topological space.

Let a, b ∈ S.


Then a and b are connected (in T)  if and only if  there exists a connected set in T containing both a and b."
Definition:Connected Sum,Connected,"The connected sum of two manifolds A^n, B^n of dimension n is defined as follows:

Let D^n be a closed n-ball.

Let α:  D^n → A^n be a continuous (or, in the case of smooth manifolds, a smooth) injection.

Let β:  D^n → B^n be a similar function.  


Define the set:
:S = ( A^n ∖α(   )(  D^n )^∘) ∪( B^n ∖β(   )(  D^n )^∘)
where:
:∖ denotes set difference
:(  D^n )^∘ denotes the interior of D^n.


Define an equivalence relation ∼ on S as:
:x ∼ y ( ( x = y ) ( α^-1(   )x = β^-1(   )y )  )


Since the interiors of the closed balls were removed from the manifolds, it necessarily follows that:
:α^-1(   )x, β^-1(   )y ∈∂ D^n


The connected sum A^n # B^n is defined as the quotient space of S under ∼.

Category:Definitions/Topology"
Definition:Connected Set (Complex Analysis),Connected,"Let D ⊆ℂ be a subset of the set of complex numbers.


=== Definition 1 ===
Let D ⊆ℂ be a subset of the set of complex numbers.


D is connected  if and only if  every pair of points in D can be joined by a staircase contour.

=== Definition 2 ===
Let D ⊆ℂ be a subset of the set of complex numbers.


D is connected  if and only if  every pair of points in D can be joined by a polygonal path all points of which are in D."
Definition:Connected (Graph Theory)/Graph,Connected,"Let G be a graph.

Then G is a connected graph  if and only if  every pair of vertices in G is a pair of connected vertices.


=== Disconnected ===
Let G = ( V, E ) be a graph.

Then G is a disconnected graph  if and only if  it is not a connected graph.

That is,  if and only if  there exists (at least) two vertices u, v ∈ V such that u and v are not connected vertices."
Definition:Connected (Graph Theory)/Vertices,Connected,"Let G be a graph.

Two vertices u, v ∈ G are connected  if and only if  either:

:(1):    u = v
:(2):    u  v, and there exists a walk between them."
Definition:Provable Consequence,Consequence,"Let 𝒫 be a proof system for a formal language ℒ.

Let ℱ be a collection of WFFs of ℒ.


Denote with 𝒫(   )ℱ the proof system obtained from 𝒫 by adding all the WFFs from ℱ as axioms.

Let ϕ be a theorem of 𝒫(   )ℱ.


Then ϕ is called a provable consequence of ℱ, and this is denoted as:

:ℱ⊢_𝒫ϕ


Note in particular that for ℱ = ∅, this notation agrees with the notation for a 𝒫-theorem:

:⊢_𝒫ϕ"
Definition:Semantic Consequence,Consequence,"Let ℳ be a formal semantics for a formal language ℒ.

Let ℱ be a collection of WFFs of ℒ.


Let ℳ(   )ℱ be the formal semantics obtained from ℳ by retaining only the structures of ℳ that are models of ℱ.

Let ϕ be a tautology for ℳ(   )ℱ.


Then ϕ is called a semantic consequence of ℱ, and this is denoted as:

:ℱ_ℳϕ


That is to say, ϕ is a semantic consequence of ℱ  if and only if , for each ℳ-structure ℳ:

:ℳ_ℳℱ implies ℳ_ℳϕ

where _ℳ is the models relation.


Note in particular that for ℱ = ∅, the notation agrees with the notation for a ℳ-tautology:

:_ℳϕ


The concept naturally generalises to sets of formulas 𝒢 on the  :

:ℱ_ℳ𝒢

 if and only if  ℱ_ℳϕ for every ϕ∈𝒢.


 

 "
Definition:Consequence (Game Theory),Consequence,A consequence is a state in a game which results from a move made by a player in that game made according to the rules.
Definition:Consequence Function,Consequence,"Let G be a game.

Let P be a player of G.

Let A be the set of moves available to P.

Let C be the set of consequences of those moves.


A consequence function for P is a mapping from the set A to the set C:
:g: A → C"
Definition:Content of Polynomial/Integer,Content,"Let f ∈ℤ[ X ] be a polynomial with integer coefficients.

Then the content of f, denoted cont( f ), is the greatest common divisor of the coefficients of f."
Definition:Content of Polynomial/Rational,Content,"Let f ∈ℚ[ X ] be a polynomial with rational coefficients.


The content of f is defined as:
:cont( f ) := cont( n f )  n
where n ∈ℕ is such that n f ∈ℤ[ X ]."
Definition:Continuous Mapping,Continuous,"The concept of continuity makes precise the intuitive notion that a function has no ""jumps"" at a given point.

Loosely speaking, in the case of a real function, continuity at a point is defined as the property that the graph of the function does not have a ""break"" at the point.

Thus, a small change in the independent variable causes a similar small change in the dependent variable

This concept appears throughout mathematics and correspondingly has many variations and generalizations."
Definition:Continuous Lattice Subframe,Continuous,"Let L = (X, ≼) be an ordered set.

Let S = (Y, ≼') be an ordered subset of L.


Then S is continuous lattice subframe of L  if and only if 
:S inherits infima and directed suprema."
Definition:Sample Statistic/Continuous,Continuous,Data which can be described with a continuous variable obtained by the process of measurement are known as continuous data.
