,title,term,definition,pred
149,Definition:Scientific Notation,Index,"Scientific notation is an implementation of floating-point representation for representing approximations to (usually large) numbers by presenting them in the form:
:n ≈ m × 10^e

where:
:m is a rational number such that 1 ≤ m < 10, expressed in decimal notation
:e is an integer.


=== Base ===
Let n be a number expressed in scientific notation as:
:n ≈ m × 10^e


The number 10, in this context, is referred to as the base.

=== Mantissa ===
Let n be a number expressed in scientific notation as:
:n ≈ m × 10^e


The number m is known as the mantissa.

=== Exponent ===
Let n be a number expressed in scientific notation as:
:n ≈ m × 10^e


The number e is known as the exponent.",Definition:Index Number
150,Definition:Power (Algebra)/Exponent,Index,"In the power operation x^r, the number r is known as the exponent of x, particularly for r ∈ℝ.",Definition:Root of Number/Index
151,Definition:Root of Number/Index,Index,"Let √(x) denote the nth root of x.

The number n is known as the index of the root.


If n is not specified, that is √(x) is presented, this means the square root.",Definition:Power (Algebra)/Exponent
152,Definition:Summation/Index Variable,Index,"Consider the summation, in either of the three forms:

:∑_j  = 1^n a_j     ∑_1 ≤ j ≤ n a_j     ∑_R (   )j a_j


The variable j, an example of a bound variable, is known as the index variable of the summation.",Definition:Term of Sequence/Index
153,Definition:Index Number,Index,"An index number in the context of statistics and economics is a measure of a change in some business activity over time.

It is constructed based on reliable information on relevant components, usually weighted according to importance.

An index number is usually defined relative to a specific base year, at which time the value of the index number would be assigned a round number, usually 100 but sometimes 1000.


=== Base Year ===
The base year of an index number is the year from which the index number is first calculated.


The index number for that year is usually assigned a round number, for example 100 of 1000.

=== Relative ===
Let I be an index number composed of a weighted mean of a number of other index numbers.

Each of those contributing index numbers are referred to as relatives of I",Definition:Index Number
154,Definition:Homogeneous Expression,Homogeneous,"A homogeneous expression is an algebraic expression in which the variables can be replaced throughout by the product of that variable with a given non-zero constant, and the constant can be extracted as a factor of the resulting expression.",Definition:Homogeneous Function
155,Definition:Homogeneous Equation,Homogeneous,A homogeneous equation is formed when a homogeneous expression is equated to zero.,Definition:Homogeneous Function
156,Definition:Homogeneous Quadratic Equation,Homogeneous,"A homogeneous quadratic equation is a quadratic equation in two variables such that each term is of degree 2:

:a x^2 + h x y + b y^2 = 0",Definition:Homogeneous Linear Equations
157,Definition:Homogeneous (Analytic Geometry),Homogeneous,A straight line or plane is homogeneous  if and only if  it contains the origin.,Definition:Homogeneous Expression
158,Definition:Homogeneous Cartesian Coordinates,Homogeneous,"Let 𝒞 denote the Cartesian plane.

Let P = ( x, y ) be an arbitrary point in 𝒞.


Let x and y be expressed in the forms:

 
 
 
 

where Z is an arbitrary real number.


P is then determined by the ordered triple ( X, Y, Z ), the terms of which are called its homogeneous Cartesian coordinates.",Definition:Integral Equation of the Second Kind/Homogeneous
159,Definition:Homogeneous Polynomial,Homogeneous,A homogeneous polynomial is a polynomial whose monomials with nonzero coefficients all have the same total degree.,Definition:Homogeneous Expression
160,Definition:Homogeneous Linear Equations,Homogeneous,"A system of homogeneous linear equations is a set of simultaneous linear equations:

:∀ i ∈[ 1  . . ]m: ∑_j  = 1^n α_i j x_j = β_i

such that all the β_i are equal to zero:

:∀ i ∈[ 1  . . ]m : ∑_j  = 1^n α_i j x_j = 0

That is:

 
 
 
 
 
 


=== Matrix Representation ===
A system of homogeneous linear equations is often expressed as:

:𝐀𝐱 = 0

where:

:𝐀 = [ a_11 a_12    ⋯ a_1n; a_21 a_22    ⋯ a_2n;    ⋮    ⋮    ⋱    ⋮; a_m1 a_m2    ⋯ a_mn;      ],  𝐱 = [ x_1; x_2;   ⋮; x_n ], 0 = [ 0; 0; ⋮; 0 ]

are matrices.",Definition:Homogeneous Function/Real Space
161,Definition:Homogeneous Function,Homogeneous,"Let V and W be two vector spaces over a field 𝔽.

Let f: V → W be a function from V to W.

Then f is homogeneous of degree n  if and only if :
:f (   )α𝐯 = α^n f (   )𝐯
for all nonzero 𝐯∈ V and α∈𝔽.


=== Degree ===
Let V and W be two vector spaces over a field F.

Let f: V → W be a homogeneous function of degree n from V to W:
:f (α𝐯) = α^n f (𝐯)
for all nonzero 𝐯∈ V and α∈ F.


The element n ∈ℕ is the degree of f.


Category:Definitions/Homogeneous Functions

=== Zero Degree ===

A special case is when n = 0:

Let V and W be two vector spaces over a field F.

Let f: V → W be a function from V to W.


f is a homogeneous function of degree zero  if and only if :
:f (   )α𝐯 = α^0 f (   )𝐯 = f (   )𝐯


Category:Definitions/Homogeneous Functions",Definition:Homogeneous Function
162,Definition:Homogeneous Function/Real Space,Homogeneous,"Let f: ℝ^2 →ℝ be a real-valued function of two variables.

f (   )x, y is a homogeneous function  if and only if :
:∃ n ∈ℤ: ∀ t ∈ℝ: f (   )t x, t y = t^n f (   )x, y


Thus, loosely speaking, a homogeneous function of x and y is one where x and y are both of the same ""power"".


=== Degree ===
Let f: ℝ^2 →ℝ be a homogeneous function of two variables:

:∃ n ∈ℤ: ∀ t ∈ℝ: f (   )t x, t y = t^n f (   )x, y


The integer n is known as the degree of f.

=== Zero Degree ===

A special case is when n = 0:

Let f: ℝ^2 →ℝ be a real-valued function of two variables.


f (   )x, y is a homogeneous function of degree zero or of zero degree  if and only if :
:∀ t ∈ℝ: f (   )t x, t y = t^0 f (   )x, y = f (   )x, y


Category:Definitions/Homogeneous Functions",Definition:Homogeneous (Physics)
163,Definition:Homogeneous Differential Equation,Homogeneous,"A homogeneous differential equation is a first order ordinary differential equation of the form:
:M (   )x, y + N (   )x, yd yd x = 0
where both M and N are homogeneous functions of the same degree.",Definition:Homogeneous Function/Real Space
164,Definition:Integral Equation of the Second Kind/Homogeneous,Homogeneous,"An integral equation of the second kind
:g (   )x = f (   )x + λ∫_a (   )x^b (   )x K (   )x, y g (   )y  d x
is described as homogeneous  if and only if  f (   )x ≡ 0.


That is, if it is of the form:
:g (   )x = λ∫_a (   )x^b (   )x K (   )x, y g (   )y  d x
where:
:K (   )x, y is a known function
:a (   )x and b (   )x are known functions of x, or constant
:g (   )x is an unknown function.


=== Kernel ===
Consider the integral equation:

:of the first kind:
::f (   )x = λ∫_a (   )x^b (   )x K (   )x, y g (   )y  d x

:of the second kind:
::g (   )x = f (   )x + λ∫_a (   )x^b (   )x K (   )x, y g (   )y  d x

:of the third kind:
::u (   )x g (   )x = f (   )x + λ∫_a (   )x^b (   )x K (   )x, y g (   )y  d x


The function K (   )x, y is known as the kernel of the integral equation.

=== Parameter ===
Consider the integral equation:

:of the first kind:
::f (   )x = λ∫_a (   )x^b (   )x K (   )x, y g (   )y  d x

:of the second kind:
::g (   )x = f (   )x + λ∫_a (   )x^b (   )x K (   )x, y g (   )y  d x

:of the third kind:
::u (   )x g (   )x = f (   )x + λ∫_a (   )x^b (   )x K (   )x, y g (   )y  d x


The number λ is known as the parameter of the integral equation.",Definition:Homogeneous Function/Real Space
165,Definition:Homogeneous (Model Theory),Homogeneous,"Let T be an ℒ-theory.

Let κ be an infinite cardinal.


A model ℳ of T is κ-homogeneous  if and only if  for every subset A and element b in the universe of ℳ with the cardinality of A strictly less than κ, if f: A →ℳ is partial elementary, then f extends to an elementary map f^*: A ∪{ b }→ℳ.

That is, ℳ is κ-homogeneous  if and only if  for all A ⊆ℳ with  | A | < κ and all b ∈ℳ, every elementary f: A →ℳ extends to an elementary f^*: A ∪{ b }→ℳ.


We say ℳ is homogeneous  if and only if  it is κ-homogeneous where κ is the cardinality of the universe of ℳ.",Definition:Integral Equation of the Second Kind/Homogeneous
166,Definition:Homogeneous (Physics),Homogeneous,"A body is said to be homogeneous  if and only if  the substance of any part of it is indistinguishable from any other part.


=== Warning ===
Just to specify that a body is made of the same substance throughout is not an adequate definition of homogeneous.

For example, a column of air in the atmosphere is denser at the bottom than at the top.

The fact that it is ""all made of air"" is one thing, but the air at the bottom can be distinguished from that higher up because the densities are different.

Thus a column of air is not homogeneous.


Category:Definitions/Homogeneity",Definition:Homogeneous Linear Equations
167,Definition:Conjugate Angles,Conjugate,"The conjugate of an angle θ is the angle ϕ such that:
:θ + ϕ = 2 π
where θ and π are expressed in radians.

That is, it is the angle that makes the given angle equal to a full angle.


Equivalently, the conjugate of an angle θ is the angle ϕ such that:
:θ + ϕ = 360 ^∘
where θ and π are expressed in degrees.


Thus, conjugate angles are two angles whose measures add up to the measure of 4 right angles.

That is, their measurements add up to 360 degrees or 2 π radians.",Definition:Generated Normal Subgroup
168,Definition:Hyperbola/Conjugate Axis,Conjugate," 

:


Consider a hyperbola K whose foci are F_1 and F_2.


Let PQ and RS be line segments constructed through the vertices of K parallel to the minor axis of K and intersecting the asymptotes of K at P, Q, R and S as above.

Construct the line segments PR and QS.

Let C_1 and C_2 be the points of intersection of PR and QS with the minor axis of K.


The conjugate axis of K is the line segment C_1 C_2.",Definition:Generated Normal Subgroup
169,Definition:Conjugate Points (Geometry),Conjugate,"Let 𝒦 be a conic section.

Let P and Q be points in the plane of 𝒦.

Let:
:P lie on the polar of Q
:Q lie on the polar of P.


P and Q are known as conjugate points with respect to 𝒦.


=== Conjugate Points with respect to Circle ===
Let 𝒞 be a circle.

Let P and Q be points in the plane of 𝒞.

Let:
:P lie on the polar of Q
:Q lie on the polar of P.


P and Q are known as conjugate points with respect to 𝒞.",Definition:Generated Normal Subgroup
170,Definition:Conjugate Lines,Conjugate,"Let 𝒞 be a circle.

Let 𝒫 and 𝒬 be the straight lines in the plane of 𝒞.


Let P and Q be the poles of 𝒫 and 𝒬 with respect to 𝒞 respectively.

Let P and Q be such that P lies on 𝒬 and Q lies on 𝒫.

Then 𝒫 and 𝒬 are known as conjugate lines with respect to 𝒞.",Definition:Conjugate Point (Calculus of Variations)
171,Definition:Conjugate Diameters,Conjugate,"Let K be a conic section.

Let D_1 and D_2 be diameters of K such that:
:D_1 belongs to the system of parallel chords whose midpoints define D_2
and:
:D_2 belongs to the system of parallel chords whose midpoints define D_1.

Then D_1 and D_2 are known as conjugate diameters.",Definition:Conjugate Point (Calculus of Variations)
172,Definition:Conjugation on Algebra/Conjugate,Conjugate,"Let A = ( A_F, ⊕) be an algebra over a field F.

Let C: A_F → A_F be a conjugation on A.

Let a ∈ A.


Then C (   )a is called the conjugate of a.",Definition:Conjugate Lines
173,Definition:Conjugate (Group Theory),Conjugate,"Let (G, ∘) be a group.

=== Conjugate of an Element ===
Let ( G, ∘) be a group.


=== Definition 1 ===
Let ( G, ∘) be a group.


The  conjugacy relation ∼ is defined on G as:
:∀( x, y ) ∈ G × G: x ∼ y ∃ a ∈ G: a ∘ x = y ∘ a


This can be voiced as:
:x is the conjugate of y (by a in G)
or:
:x is conjugate to y (by a in G)

=== Definition 2 ===
Let ( G, ∘) be a group.


The  conjugacy relation ∼ is defined on G as:
:∀( x, y ) ∈ G × G: x ∼ y ∃ a ∈ G: a ∘ x ∘ a^-1 = y


This can be voiced as:
:x is the conjugate of y (by a in G)
or:
:x is conjugate to y (by a in G)

This can be voiced as:
:x is the conjugate of y (by a in G)
or:
:x is conjugate to y (by a in G)

=== Conjugate of a Set ===
Let ( G, ∘) be a group.

Let S ⊆ G, a ∈ G.

Then the G-conjugate of S by a is:

:S^a := { y ∈ G: ∃ x ∈ S: y = a ∘ x ∘ a^-1} = a ∘ S ∘ a^-1


That is, S^a is the set of all elements of G that are the conjugates of elements of S by a.


When G is the only group under consideration, we usually just refer to the conjugate of S by a.

Category:Definitions/Conjugacy
Category:Definitions/Group Theory",Definition:Conjugate Lines
174,Definition:Generated Normal Subgroup,Conjugate,"Let G be a group.

Let S ⊆ G be a subset.


=== Definition 1 ===
Let G be a group. 

Let S ⊆ G be a subset.


The normal subgroup generated by S, denoted ⟨ S^G ⟩,  is the intersection of all normal subgroups of G containing S.

=== Definition 2 ===
 

Let G be a group. 

Let S ⊆ G be a subset.


The normal subgroup generated by S, denoted ⟨ S^G ⟩,  is the smallest normal subgroup of G containing S:
:⟨ S^G ⟩ = ⟨ x S x^-1: x ∈ G ⟩",Definition:Conjugate Point (Calculus of Variations)
